Perioden	CBScode	Crimes	CrimeType
2015JJ00	GM0010	37	Theft / burglary companies / institutions
2016JJ00	GM0010	45	Theft / burglary companies / institutions
2014JJ00	GM0762	56	Theft / burglary companies / institutions
2015JJ00	GM0762	55	Theft / burglary companies / institutions
2016JJ00	GM0762	35	Theft / burglary companies / institutions
2014JJ00	GM0150	266	Theft / burglary companies / institutions
2015JJ00	GM0150	160	Theft / burglary companies / institutions
2016JJ00	GM0150	128	Theft / burglary companies / institutions
2014JJ00	GM0384	59	Theft / burglary companies / institutions
2015JJ00	GM0384	76	Theft / burglary companies / institutions
2016JJ00	GM0384	72	Theft / burglary companies / institutions
2014JJ00	GM1774	17	Theft / burglary companies / institutions
2015JJ00	GM1774	20	Theft / burglary companies / institutions
2016JJ00	GM1774	19	Theft / burglary companies / institutions
2014JJ00	GM0221	21	Theft / burglary companies / institutions
2015JJ00	GM0221	14	Theft / burglary companies / institutions
2016JJ00	GM0221	17	Theft / burglary companies / institutions
2014JJ00	GM0222	105	Theft / burglary companies / institutions
2015JJ00	GM0222	83	Theft / burglary companies / institutions
2016JJ00	GM0222	86	Theft / burglary companies / institutions
2014JJ00	GM0766	47	Theft / burglary companies / institutions
2015JJ00	GM0766	46	Theft / burglary companies / institutions
2016JJ00	GM0766	23	Theft / burglary companies / institutions
2014JJ00	GM0058	20	Theft / burglary companies / institutions
2015JJ00	GM0058	15	Theft / burglary companies / institutions
2016JJ00	GM0058	20	Theft / burglary companies / institutions
2014JJ00	GM0505	200	Theft / burglary companies / institutions
2015JJ00	GM0505	169	Theft / burglary companies / institutions
2016JJ00	GM0505	160	Theft / burglary companies / institutions
2014JJ00	GM0498	6	Theft / burglary companies / institutions
2015JJ00	GM0498	12	Theft / burglary companies / institutions
2016JJ00	GM0498	11	Theft / burglary companies / institutions
2014JJ00	GM1719	24	Theft / burglary companies / institutions
2015JJ00	GM1719	34	Theft / burglary companies / institutions
2016JJ00	GM1719	18	Theft / burglary companies / institutions
2014JJ00	GM0303	83	Theft / burglary companies / institutions
2015JJ00	GM0303	58	Theft / burglary companies / institutions
2016JJ00	GM0303	56	Theft / burglary companies / institutions
2014JJ00	GM0225	18	Theft / burglary companies / institutions
2015JJ00	GM0225	15	Theft / burglary companies / institutions
2016JJ00	GM0225	19	Theft / burglary companies / institutions
2014JJ00	GM0226	42	Theft / burglary companies / institutions
2015JJ00	GM0226	34	Theft / burglary companies / institutions
2016JJ00	GM0226	21	Theft / burglary companies / institutions
2014JJ00	GM1711	48	Theft / burglary companies / institutions
2015JJ00	GM1711	41	Theft / burglary companies / institutions
2016JJ00	GM1711	36	Theft / burglary companies / institutions
2014JJ00	GM0385	34	Theft / burglary companies / institutions
2015JJ00	GM0385	20	Theft / burglary companies / institutions
2016JJ00	GM0385	17	Theft / burglary companies / institutions
2014JJ00	GM0228	212	Theft / burglary companies / institutions
2015JJ00	GM0228	189	Theft / burglary companies / institutions
2016JJ00	GM0228	153	Theft / burglary companies / institutions
2014JJ00	GM0317	15	Theft / burglary companies / institutions
2015JJ00	GM0317	16	Theft / burglary companies / institutions
2016JJ00	GM0317	13	Theft / burglary companies / institutions
2014JJ00	GM1651	14	Theft / burglary companies / institutions
2015JJ00	GM1651	7	Theft / burglary companies / institutions
2016JJ00	GM1651	9	Theft / burglary companies / institutions
2014JJ00	GM0770	27	Theft / burglary companies / institutions
2015JJ00	GM0770	17	Theft / burglary companies / institutions
2016JJ00	GM0770	26	Theft / burglary companies / institutions
2014JJ00	GM1903	60	Theft / burglary companies / institutions
2015JJ00	GM1903	26	Theft / burglary companies / institutions
2016JJ00	GM1903	41	Theft / burglary companies / institutions
2014JJ00	GM0772	601	Theft / burglary companies / institutions
2015JJ00	GM0772	538	Theft / burglary companies / institutions
2016JJ00	GM0772	491	Theft / burglary companies / institutions
2014JJ00	GM0230	14	Theft / burglary companies / institutions
2015JJ00	GM0230	29	Theft / burglary companies / institutions
2016JJ00	GM0230	11	Theft / burglary companies / institutions
2014JJ00	GM0114	237	Theft / burglary companies / institutions
2015JJ00	GM0114	213	Theft / burglary companies / institutions
2016JJ00	GM0114	181	Theft / burglary companies / institutions
2014JJ00	GM0388	16	Theft / burglary companies / institutions
2015JJ00	GM0388	24	Theft / burglary companies / institutions
2016JJ00	GM0388	23	Theft / burglary companies / institutions
2014JJ00	GM0153	338	Theft / burglary companies / institutions
2015JJ00	GM0153	304	Theft / burglary companies / institutions
2016JJ00	GM0153	295	Theft / burglary companies / institutions
2014JJ00	GM0232	36	Theft / burglary companies / institutions
2015JJ00	GM0232	40	Theft / burglary companies / institutions
2016JJ00	GM0232	36	Theft / burglary companies / institutions
2014JJ00	GM0233	46	Theft / burglary companies / institutions
2015JJ00	GM0233	45	Theft / burglary companies / institutions
2016JJ00	GM0233	55	Theft / burglary companies / institutions
2014JJ00	GM0777	70	Theft / burglary companies / institutions
2015JJ00	GM0777	71	Theft / burglary companies / institutions
2016JJ00	GM0777	59	Theft / burglary companies / institutions
2014JJ00	GM1722	9	Theft / burglary companies / institutions
2015JJ00	GM1722	5	Theft / burglary companies / institutions
2016JJ00	GM1722	3	Theft / burglary companies / institutions
2014JJ00	GM0070	21	Theft / burglary companies / institutions
2015JJ00	GM0070	41	Theft / burglary companies / institutions
2016JJ00	GM0070	13	Theft / burglary companies / institutions
2014JJ00	GM1921	67	Theft / burglary companies / institutions
2015JJ00	GM1921	38	Theft / burglary companies / institutions
2016JJ00	GM1921		Theft / burglary companies / institutions
2014JJ00	GM1940		Theft / burglary companies / institutions
2015JJ00	GM1940		Theft / burglary companies / institutions
2016JJ00	GM1940	42	Theft / burglary companies / institutions
2014JJ00	GM0653		Theft / burglary companies / institutions
2015JJ00	GM0653		Theft / burglary companies / institutions
2016JJ00	GM0653		Theft / burglary companies / institutions
2014JJ00	GM0779	33	Theft / burglary companies / institutions
2015JJ00	GM0779	32	Theft / burglary companies / institutions
2016JJ00	GM0779	47	Theft / burglary companies / institutions
2014JJ00	GM0236	40	Theft / burglary companies / institutions
2015JJ00	GM0236	32	Theft / burglary companies / institutions
2016JJ00	GM0236	27	Theft / burglary companies / institutions
2014JJ00	GM1771	46	Theft / burglary companies / institutions
2015JJ00	GM1771	61	Theft / burglary companies / institutions
2016JJ00	GM1771	59	Theft / burglary companies / institutions
2014JJ00	GM1652	39	Theft / burglary companies / institutions
2015JJ00	GM1652	44	Theft / burglary companies / institutions
2016JJ00	GM1652	19	Theft / burglary companies / institutions
2014JJ00	GM0907	12	Theft / burglary companies / institutions
2015JJ00	GM0907	18	Theft / burglary companies / institutions
2016JJ00	GM0907	19	Theft / burglary companies / institutions
2014JJ00	GM0689	5	Theft / burglary companies / institutions
2015JJ00	GM0689	15	Theft / burglary companies / institutions
2016JJ00	GM0689	12	Theft / burglary companies / institutions
2014JJ00	GM0784	57	Theft / burglary companies / institutions
2015JJ00	GM0784	77	Theft / burglary companies / institutions
2016JJ00	GM0784	31	Theft / burglary companies / institutions
2014JJ00	GM1924	46	Theft / burglary companies / institutions
2015JJ00	GM1924	41	Theft / burglary companies / institutions
2016JJ00	GM1924	41	Theft / burglary companies / institutions
2014JJ00	GM0664	70	Theft / burglary companies / institutions
2015JJ00	GM0664	68	Theft / burglary companies / institutions
2016JJ00	GM0664	50	Theft / burglary companies / institutions
2014JJ00	GM0785	38	Theft / burglary companies / institutions
2015JJ00	GM0785	38	Theft / burglary companies / institutions
2016JJ00	GM0785	29	Theft / burglary companies / institutions
2014JJ00	GM1942		Theft / burglary companies / institutions
2015JJ00	GM1942		Theft / burglary companies / institutions
2016JJ00	GM1942	112	Theft / burglary companies / institutions
2014JJ00	GM0512	64	Theft / burglary companies / institutions
2015JJ00	GM0512	50	Theft / burglary companies / institutions
2016JJ00	GM0512	45	Theft / burglary companies / institutions
2014JJ00	GM0513	188	Theft / burglary companies / institutions
2015JJ00	GM0513	161	Theft / burglary companies / institutions
2016JJ00	GM0513	139	Theft / burglary companies / institutions
2014JJ00	GM0365		Theft / burglary companies / institutions
2015JJ00	GM0365		Theft / burglary companies / institutions
2016JJ00	GM0365		Theft / burglary companies / institutions
2014JJ00	GM0786	10	Theft / burglary companies / institutions
2015JJ00	GM0786	6	Theft / burglary companies / institutions
2016JJ00	GM0786	19	Theft / burglary companies / institutions
2014JJ00	GM0518	1034	Theft / burglary companies / institutions
2015JJ00	GM0518	955	Theft / burglary companies / institutions
2016JJ00	GM0518	1027	Theft / burglary companies / institutions
2014JJ00	GM0241	33	Theft / burglary companies / institutions
2015JJ00	GM0241	49	Theft / burglary companies / institutions
2016JJ00	GM0241		Theft / burglary companies / institutions
2014JJ00	GM0014	551	Theft / burglary companies / institutions
2015JJ00	GM0014	480	Theft / burglary companies / institutions
2016JJ00	GM0014	491	Theft / burglary companies / institutions
2014JJ00	GM0015	12	Theft / burglary companies / institutions
2015JJ00	GM0015	4	Theft / burglary companies / institutions
2016JJ00	GM0015	10	Theft / burglary companies / institutions
2014JJ00	GM1729	49	Theft / burglary companies / institutions
2015JJ00	GM1729	25	Theft / burglary companies / institutions
2016JJ00	GM1729	22	Theft / burglary companies / institutions
2014JJ00	GM0158	28	Theft / burglary companies / institutions
2015JJ00	GM0158	12	Theft / burglary companies / institutions
2016JJ00	GM0158	27	Theft / burglary companies / institutions
2014JJ00	GM0788	19	Theft / burglary companies / institutions
2015JJ00	GM0788	24	Theft / burglary companies / institutions
2016JJ00	GM0788	20	Theft / burglary companies / institutions
2014JJ00	GM0392	301	Theft / burglary companies / institutions
2015JJ00	GM0392	367	Theft / burglary companies / institutions
2016JJ00	GM0392	260	Theft / burglary companies / institutions
2014JJ00	GM0393	9	Theft / burglary companies / institutions
2015JJ00	GM0393	12	Theft / burglary companies / institutions
2016JJ00	GM0393	7	Theft / burglary companies / institutions
2014JJ00	GM0394	370	Theft / burglary companies / institutions
2015JJ00	GM0394	367	Theft / burglary companies / institutions
2016JJ00	GM0394	303	Theft / burglary companies / institutions
2014JJ00	GM1655	34	Theft / burglary companies / institutions
2015JJ00	GM1655	44	Theft / burglary companies / institutions
2016JJ00	GM1655	39	Theft / burglary companies / institutions
2014JJ00	GM0160	67	Theft / burglary companies / institutions
2015JJ00	GM0160	53	Theft / burglary companies / institutions
2016JJ00	GM0160	49	Theft / burglary companies / institutions
2014JJ00	GM0243	61	Theft / burglary companies / institutions
2015JJ00	GM0243	68	Theft / burglary companies / institutions
2016JJ00	GM0243	61	Theft / burglary companies / institutions
2014JJ00	GM0523	16	Theft / burglary companies / institutions
2015JJ00	GM0523	15	Theft / burglary companies / institutions
2016JJ00	GM0523	11	Theft / burglary companies / institutions
2014JJ00	GM0017	46	Theft / burglary companies / institutions
2015JJ00	GM0017	24	Theft / burglary companies / institutions
2016JJ00	GM0017	32	Theft / burglary companies / institutions
2014JJ00	GM0072	30	Theft / burglary companies / institutions
2015JJ00	GM0072	25	Theft / burglary companies / institutions
2016JJ00	GM0072	19	Theft / burglary companies / institutions
2014JJ00	GM0244	9	Theft / burglary companies / institutions
2015JJ00	GM0244	11	Theft / burglary companies / institutions
2016JJ00	GM0244	7	Theft / burglary companies / institutions
2014JJ00	GM0396	77	Theft / burglary companies / institutions
2015JJ00	GM0396	47	Theft / burglary companies / institutions
2016JJ00	GM0396	26	Theft / burglary companies / institutions
2014JJ00	GM0397	38	Theft / burglary companies / institutions
2015JJ00	GM0397	33	Theft / burglary companies / institutions
2016JJ00	GM0397	21	Theft / burglary companies / institutions
2014JJ00	GM0246	22	Theft / burglary companies / institutions
2015JJ00	GM0246	30	Theft / burglary companies / institutions
2016JJ00	GM0246	19	Theft / burglary companies / institutions
2014JJ00	GM0074	74	Theft / burglary companies / institutions
2015JJ00	GM0074	66	Theft / burglary companies / institutions
2016JJ00	GM0074	49	Theft / burglary companies / institutions
2014JJ00	GM0398	74	Theft / burglary companies / institutions
2015JJ00	GM0398	90	Theft / burglary companies / institutions
2016JJ00	GM0398	97	Theft / burglary companies / institutions
2014JJ00	GM0917	266	Theft / burglary companies / institutions
2015JJ00	GM0917	240	Theft / burglary companies / institutions
2016JJ00	GM0917	261	Theft / burglary companies / institutions
2014JJ00	GM1658	23	Theft / burglary companies / institutions
2015JJ00	GM1658	14	Theft / burglary companies / institutions
2016JJ00	GM1658	30	Theft / burglary companies / institutions
2014JJ00	GM0399	26	Theft / burglary companies / institutions
2015JJ00	GM0399	24	Theft / burglary companies / institutions
2016JJ00	GM0399	23	Theft / burglary companies / institutions
2014JJ00	GM0400	83	Theft / burglary companies / institutions
2015JJ00	GM0400	81	Theft / burglary companies / institutions
2016JJ00	GM0400	56	Theft / burglary companies / institutions
2014JJ00	GM0163	24	Theft / burglary companies / institutions
2015JJ00	GM0163	39	Theft / burglary companies / institutions
2016JJ00	GM0163	30	Theft / burglary companies / institutions
2014JJ00	GM0530	42	Theft / burglary companies / institutions
2015JJ00	GM0530	49	Theft / burglary companies / institutions
2016JJ00	GM0530	32	Theft / burglary companies / institutions
2014JJ00	GM0794	187	Theft / burglary companies / institutions
2015JJ00	GM0794	174	Theft / burglary companies / institutions
2016JJ00	GM0794	175	Theft / burglary companies / institutions
2014JJ00	GM0531	18	Theft / burglary companies / institutions
2015JJ00	GM0531	22	Theft / burglary companies / institutions
2016JJ00	GM0531	19	Theft / burglary companies / institutions
2014JJ00	GM0164	138	Theft / burglary companies / institutions
2015JJ00	GM0164	156	Theft / burglary companies / institutions
2016JJ00	GM0164	160	Theft / burglary companies / institutions
2014JJ00	GM0796	411	Theft / burglary companies / institutions
2015JJ00	GM0796	361	Theft / burglary companies / institutions
2016JJ00	GM0796	283	Theft / burglary companies / institutions
2014JJ00	GM0252	23	Theft / burglary companies / institutions
2015JJ00	GM0252	13	Theft / burglary companies / institutions
2016JJ00	GM0252	14	Theft / burglary companies / institutions
2014JJ00	GM0797	68	Theft / burglary companies / institutions
2015JJ00	GM0797	52	Theft / burglary companies / institutions
2016JJ00	GM0797	56	Theft / burglary companies / institutions
2014JJ00	GM0534	19	Theft / burglary companies / institutions
2015JJ00	GM0534	37	Theft / burglary companies / institutions
2016JJ00	GM0534	26	Theft / burglary companies / institutions
2014JJ00	GM0798	20	Theft / burglary companies / institutions
2015JJ00	GM0798	29	Theft / burglary companies / institutions
2016JJ00	GM0798	30	Theft / burglary companies / institutions
2014JJ00	GM0402	172	Theft / burglary companies / institutions
2015JJ00	GM0402	144	Theft / burglary companies / institutions
2016JJ00	GM0402	173	Theft / burglary companies / institutions
2014JJ00	GM1735	40	Theft / burglary companies / institutions
2015JJ00	GM1735	27	Theft / burglary companies / institutions
2016JJ00	GM1735	28	Theft / burglary companies / institutions
2014JJ00	GM1911	38	Theft / burglary companies / institutions
2015JJ00	GM1911	49	Theft / burglary companies / institutions
2016JJ00	GM1911	22	Theft / burglary companies / institutions
2014JJ00	GM0118	84	Theft / burglary companies / institutions
2015JJ00	GM0118	107	Theft / burglary companies / institutions
2016JJ00	GM0118	70	Theft / burglary companies / institutions
2014JJ00	GM0018	62	Theft / burglary companies / institutions
2015JJ00	GM0018	73	Theft / burglary companies / institutions
2016JJ00	GM0018	44	Theft / burglary companies / institutions
2014JJ00	GM0405	134	Theft / burglary companies / institutions
2015JJ00	GM0405	139	Theft / burglary companies / institutions
2016JJ00	GM0405	110	Theft / burglary companies / institutions
2014JJ00	GM1507	51	Theft / burglary companies / institutions
2015JJ00	GM1507	45	Theft / burglary companies / institutions
2016JJ00	GM1507	48	Theft / burglary companies / institutions
2014JJ00	GM0321	49	Theft / burglary companies / institutions
2015JJ00	GM0321	81	Theft / burglary companies / institutions
2016JJ00	GM0321	76	Theft / burglary companies / institutions
2014JJ00	GM0406	70	Theft / burglary companies / institutions
2015JJ00	GM0406	60	Theft / burglary companies / institutions
2016JJ00	GM0406	86	Theft / burglary companies / institutions
2014JJ00	GM0677	29	Theft / burglary companies / institutions
2015JJ00	GM0677	27	Theft / burglary companies / institutions
2016JJ00	GM0677	23	Theft / burglary companies / institutions
2014JJ00	GM0353	35	Theft / burglary companies / institutions
2015JJ00	GM0353	46	Theft / burglary companies / institutions
2016JJ00	GM0353	35	Theft / burglary companies / institutions
2014JJ00	GM1884	37	Theft / burglary companies / institutions
2015JJ00	GM1884	35	Theft / burglary companies / institutions
2016JJ00	GM1884	27	Theft / burglary companies / institutions
2014JJ00	GM0166	74	Theft / burglary companies / institutions
2015JJ00	GM0166	45	Theft / burglary companies / institutions
2016JJ00	GM0166	37	Theft / burglary companies / institutions
2014JJ00	GM0678	14	Theft / burglary companies / institutions
2015JJ00	GM0678	6	Theft / burglary companies / institutions
2016JJ00	GM0678	18	Theft / burglary companies / institutions
2014JJ00	GM0537	59	Theft / burglary companies / institutions
2015JJ00	GM0537	63	Theft / burglary companies / institutions
2016JJ00	GM0537	58	Theft / burglary companies / institutions
2014JJ00	GM0928	91	Theft / burglary companies / institutions
2015JJ00	GM0928	93	Theft / burglary companies / institutions
2016JJ00	GM0928	81	Theft / burglary companies / institutions
2014JJ00	GM1598	29	Theft / burglary companies / institutions
2015JJ00	GM1598	24	Theft / burglary companies / institutions
2016JJ00	GM1598	31	Theft / burglary companies / institutions
2014JJ00	GM0079	3	Theft / burglary companies / institutions
2015JJ00	GM0079	6	Theft / burglary companies / institutions
2016JJ00	GM0079	6	Theft / burglary companies / institutions
2014JJ00	GM0588	3	Theft / burglary companies / institutions
2015JJ00	GM0588	2	Theft / burglary companies / institutions
2016JJ00	GM0588	2	Theft / burglary companies / institutions
2014JJ00	GM0542	13	Theft / burglary companies / institutions
2015JJ00	GM0542	15	Theft / burglary companies / institutions
2016JJ00	GM0542	29	Theft / burglary companies / institutions
2014JJ00	GM1931	45	Theft / burglary companies / institutions
2015JJ00	GM1931	30	Theft / burglary companies / institutions
2016JJ00	GM1931	42	Theft / burglary companies / institutions
2014JJ00	GM1659	34	Theft / burglary companies / institutions
2015JJ00	GM1659	46	Theft / burglary companies / institutions
2016JJ00	GM1659	14	Theft / burglary companies / institutions
2014JJ00	GM1685	17	Theft / burglary companies / institutions
2015JJ00	GM1685	15	Theft / burglary companies / institutions
2016JJ00	GM1685	10	Theft / burglary companies / institutions
2014JJ00	GM0882	61	Theft / burglary companies / institutions
2015JJ00	GM0882	54	Theft / burglary companies / institutions
2016JJ00	GM0882	51	Theft / burglary companies / institutions
2014JJ00	GM0415	10	Theft / burglary companies / institutions
2015JJ00	GM0415	18	Theft / burglary companies / institutions
2016JJ00	GM0415	17	Theft / burglary companies / institutions
2014JJ00	GM0416	37	Theft / burglary companies / institutions
2015JJ00	GM0416	37	Theft / burglary companies / institutions
2016JJ00	GM0416	28	Theft / burglary companies / institutions
2014JJ00	GM1621	60	Theft / burglary companies / institutions
2015JJ00	GM1621	61	Theft / burglary companies / institutions
2016JJ00	GM1621	50	Theft / burglary companies / institutions
2014JJ00	GM0417	15	Theft / burglary companies / institutions
2015JJ00	GM0417	17	Theft / burglary companies / institutions
2016JJ00	GM0417	31	Theft / burglary companies / institutions
2014JJ00	GM0022	19	Theft / burglary companies / institutions
2015JJ00	GM0022	18	Theft / burglary companies / institutions
2016JJ00	GM0022	22	Theft / burglary companies / institutions
2014JJ00	GM0545	15	Theft / burglary companies / institutions
2015JJ00	GM0545	22	Theft / burglary companies / institutions
2016JJ00	GM0545	33	Theft / burglary companies / institutions
2014JJ00	GM0080	232	Theft / burglary companies / institutions
2015JJ00	GM0080	266	Theft / burglary companies / institutions
2016JJ00	GM0080	257	Theft / burglary companies / institutions
2014JJ00	GM0081	4	Theft / burglary companies / institutions
2015JJ00	GM0081	4	Theft / burglary companies / institutions
2016JJ00	GM0081	6	Theft / burglary companies / institutions
2014JJ00	GM0546	266	Theft / burglary companies / institutions
2015JJ00	GM0546	189	Theft / burglary companies / institutions
2016JJ00	GM0546	202	Theft / burglary companies / institutions
2014JJ00	GM0547	24	Theft / burglary companies / institutions
2015JJ00	GM0547	18	Theft / burglary companies / institutions
2016JJ00	GM0547	13	Theft / burglary companies / institutions
2014JJ00	GM1916	76	Theft / burglary companies / institutions
2015JJ00	GM1916	66	Theft / burglary companies / institutions
2016JJ00	GM1916	89	Theft / burglary companies / institutions
2014JJ00	GM0995	131	Theft / burglary companies / institutions
2015JJ00	GM0995	204	Theft / burglary companies / institutions
2016JJ00	GM0995	225	Theft / burglary companies / institutions
2014JJ00	GM0082		Theft / burglary companies / institutions
2015JJ00	GM0082		Theft / burglary companies / institutions
2016JJ00	GM0082		Theft / burglary companies / institutions
2014JJ00	GM1640	64	Theft / burglary companies / institutions
2015JJ00	GM1640	61	Theft / burglary companies / institutions
2016JJ00	GM1640	44	Theft / burglary companies / institutions
2014JJ00	GM0327	18	Theft / burglary companies / institutions
2015JJ00	GM0327	20	Theft / burglary companies / institutions
2016JJ00	GM0327	16	Theft / burglary companies / institutions
2014JJ00	GM0733	8	Theft / burglary companies / institutions
2015JJ00	GM0733	9	Theft / burglary companies / institutions
2016JJ00	GM0733	15	Theft / burglary companies / institutions
2014JJ00	GM1705	73	Theft / burglary companies / institutions
2015JJ00	GM1705	40	Theft / burglary companies / institutions
2016JJ00	GM1705	21	Theft / burglary companies / institutions
2014JJ00	GM0553	23	Theft / burglary companies / institutions
2015JJ00	GM0553	39	Theft / burglary companies / institutions
2016JJ00	GM0553	30	Theft / burglary companies / institutions
2014JJ00	GM0140	9	Theft / burglary companies / institutions
2015JJ00	GM0140	10	Theft / burglary companies / institutions
2016JJ00	GM0140	6	Theft / burglary companies / institutions
2014JJ00	GM0262	42	Theft / burglary companies / institutions
2015JJ00	GM0262	48	Theft / burglary companies / institutions
2016JJ00	GM0262	34	Theft / burglary companies / institutions
2014JJ00	GM0809	41	Theft / burglary companies / institutions
2015JJ00	GM0809	35	Theft / burglary companies / institutions
2016JJ00	GM0809	21	Theft / burglary companies / institutions
2014JJ00	GM0331	12	Theft / burglary companies / institutions
2015JJ00	GM0331	16	Theft / burglary companies / institutions
2016JJ00	GM0331	11	Theft / burglary companies / institutions
2014JJ00	GM0024	8	Theft / burglary companies / institutions
2015JJ00	GM0024	4	Theft / burglary companies / institutions
2016JJ00	GM0024	5	Theft / burglary companies / institutions
2014JJ00	GM0168	11	Theft / burglary companies / institutions
2015JJ00	GM0168	14	Theft / burglary companies / institutions
2016JJ00	GM0168	18	Theft / burglary companies / institutions
2014JJ00	GM1671		Theft / burglary companies / institutions
2015JJ00	GM1671		Theft / burglary companies / institutions
2016JJ00	GM1671		Theft / burglary companies / institutions
2014JJ00	GM0263	19	Theft / burglary companies / institutions
2015JJ00	GM0263	35	Theft / burglary companies / institutions
2016JJ00	GM0263	29	Theft / burglary companies / institutions
2014JJ00	GM1641	36	Theft / burglary companies / institutions
2015JJ00	GM1641	29	Theft / burglary companies / institutions
2016JJ00	GM1641	19	Theft / burglary companies / institutions
2014JJ00	GM0556	38	Theft / burglary companies / institutions
2015JJ00	GM0556	44	Theft / burglary companies / institutions
2016JJ00	GM0556	108	Theft / burglary companies / institutions
2014JJ00	GM0935	566	Theft / burglary companies / institutions
2015JJ00	GM0935	401	Theft / burglary companies / institutions
2016JJ00	GM0935	275	Theft / burglary companies / institutions
2014JJ00	GM1663	21	Theft / burglary companies / institutions
2015JJ00	GM1663	10	Theft / burglary companies / institutions
2016JJ00	GM1663	3	Theft / burglary companies / institutions
2014JJ00	GM0025	15	Theft / burglary companies / institutions
2015JJ00	GM0025	7	Theft / burglary companies / institutions
2016JJ00	GM0025	16	Theft / burglary companies / institutions
2014JJ00	GM0420	54	Theft / burglary companies / institutions
2015JJ00	GM0420	45	Theft / burglary companies / institutions
2016JJ00	GM0420	45	Theft / burglary companies / institutions
2014JJ00	GM0938	64	Theft / burglary companies / institutions
2015JJ00	GM0938	38	Theft / burglary companies / institutions
2016JJ00	GM0938	39	Theft / burglary companies / institutions
2014JJ00	GM1948		Theft / burglary companies / institutions
2015JJ00	GM1948		Theft / burglary companies / institutions
2016JJ00	GM1948		Theft / burglary companies / institutions
2014JJ00	GM1908	8	Theft / burglary companies / institutions
2015JJ00	GM1908	11	Theft / burglary companies / institutions
2016JJ00	GM1908	7	Theft / burglary companies / institutions
2014JJ00	GM1987	6	Theft / burglary companies / institutions
2015JJ00	GM1987	12	Theft / burglary companies / institutions
2016JJ00	GM1987	10	Theft / burglary companies / institutions
2014JJ00	GM0119	43	Theft / burglary companies / institutions
2015JJ00	GM0119	57	Theft / burglary companies / institutions
2016JJ00	GM0119	34	Theft / burglary companies / institutions
2014JJ00	GM0687	66	Theft / burglary companies / institutions
2015JJ00	GM0687	90	Theft / burglary companies / institutions
2016JJ00	GM0687	52	Theft / burglary companies / institutions
2014JJ00	GM1842	30	Theft / burglary companies / institutions
2015JJ00	GM1842	16	Theft / burglary companies / institutions
2016JJ00	GM1842	26	Theft / burglary companies / institutions
2014JJ00	GM1731	34	Theft / burglary companies / institutions
2015JJ00	GM1731	21	Theft / burglary companies / institutions
2016JJ00	GM1731	33	Theft / burglary companies / institutions
2014JJ00	GM0815	8	Theft / burglary companies / institutions
2015JJ00	GM0815	9	Theft / burglary companies / institutions
2016JJ00	GM0815	13	Theft / burglary companies / institutions
2014JJ00	GM0265		Theft / burglary companies / institutions
2015JJ00	GM0265		Theft / burglary companies / institutions
2016JJ00	GM0265		Theft / burglary companies / institutions
2014JJ00	GM1709	59	Theft / burglary companies / institutions
2015JJ00	GM1709	68	Theft / burglary companies / institutions
2016JJ00	GM1709	38	Theft / burglary companies / institutions
2014JJ00	GM1927	19	Theft / burglary companies / institutions
2015JJ00	GM1927	19	Theft / burglary companies / institutions
2016JJ00	GM1927	19	Theft / burglary companies / institutions
2014JJ00	GM1955	42	Theft / burglary companies / institutions
2015JJ00	GM1955	46	Theft / burglary companies / institutions
2016JJ00	GM1955	37	Theft / burglary companies / institutions
2014JJ00	GM0335	13	Theft / burglary companies / institutions
2015JJ00	GM0335	4	Theft / burglary companies / institutions
2016JJ00	GM0335	11	Theft / burglary companies / institutions
2014JJ00	GM0944	10	Theft / burglary companies / institutions
2015JJ00	GM0944	12	Theft / burglary companies / institutions
2016JJ00	GM0944	11	Theft / burglary companies / institutions
2014JJ00	GM0424	13	Theft / burglary companies / institutions
2015JJ00	GM0424	5	Theft / burglary companies / institutions
2016JJ00	GM0424		Theft / burglary companies / institutions
2014JJ00	GM0425	27	Theft / burglary companies / institutions
2015JJ00	GM0425	42	Theft / burglary companies / institutions
2016JJ00	GM0425		Theft / burglary companies / institutions
2014JJ00	GM1740	14	Theft / burglary companies / institutions
2015JJ00	GM1740	16	Theft / burglary companies / institutions
2016JJ00	GM1740	35	Theft / burglary companies / institutions
2014JJ00	GM0643		Theft / burglary companies / institutions
2015JJ00	GM0643		Theft / burglary companies / institutions
2016JJ00	GM0643		Theft / burglary companies / institutions
2014JJ00	GM0946	15	Theft / burglary companies / institutions
2015JJ00	GM0946	25	Theft / burglary companies / institutions
2016JJ00	GM0946	11	Theft / burglary companies / institutions
2014JJ00	GM0304	13	Theft / burglary companies / institutions
2015JJ00	GM0304	13	Theft / burglary companies / institutions
2016JJ00	GM0304	20	Theft / burglary companies / institutions
2014JJ00	GM0356	116	Theft / burglary companies / institutions
2015JJ00	GM0356	126	Theft / burglary companies / institutions
2016JJ00	GM0356	118	Theft / burglary companies / institutions
2014JJ00	GM0569	16	Theft / burglary companies / institutions
2015JJ00	GM0569	23	Theft / burglary companies / institutions
2016JJ00	GM0569	25	Theft / burglary companies / institutions
2014JJ00	GM0267	77	Theft / burglary companies / institutions
2015JJ00	GM0267	63	Theft / burglary companies / institutions
2016JJ00	GM0267	43	Theft / burglary companies / institutions
2014JJ00	GM0268	285	Theft / burglary companies / institutions
2015JJ00	GM0268	273	Theft / burglary companies / institutions
2016JJ00	GM0268	391	Theft / burglary companies / institutions
2014JJ00	GM1930	92	Theft / burglary companies / institutions
