Perioden	CBScode	Crimes	CrimeType
2015JJ00	GM0304	370	all crimes
2016JJ00	GM0304	312	all crimes
2014JJ00	GM0356	3936	all crimes
2015JJ00	GM0356	4099	all crimes
2016JJ00	GM0356	4250	all crimes
2014JJ00	GM0569	686	all crimes
2015JJ00	GM0569	583	all crimes
2016JJ00	GM0569	674	all crimes
2014JJ00	GM0267	1365	all crimes
2015JJ00	GM0267	1279	all crimes
2016JJ00	GM0267	1425	all crimes
2014JJ00	GM0268	13901	all crimes
2015JJ00	GM0268	12953	all crimes
2016JJ00	GM0268	12896	all crimes
2014JJ00	GM1930	4738	all crimes
2015JJ00	GM1930	4430	all crimes
2016JJ00	GM1930	4158	all crimes
2014JJ00	GM1695	370	all crimes
2015JJ00	GM1695	317	all crimes
2016JJ00	GM1695	367	all crimes
2014JJ00	GM1699	857	all crimes
2015JJ00	GM1699	697	all crimes
2016JJ00	GM1699	844	all crimes
2014JJ00	GM0171	1570	all crimes
2015JJ00	GM0171	1365	all crimes
2016JJ00	GM0171	1656	all crimes
2014JJ00	GM0575	1452	all crimes
2015JJ00	GM0575	1246	all crimes
2016JJ00	GM0575	1269	all crimes
2014JJ00	GM0576	719	all crimes
2015JJ00	GM0576	515	all crimes
2016JJ00	GM0576	516	all crimes
2014JJ00	GM0820	830	all crimes
2015JJ00	GM0820	834	all crimes
2016JJ00	GM0820	785	all crimes
2014JJ00	GM0302	930	all crimes
2015JJ00	GM0302	959	all crimes
2016JJ00	GM0302	782	all crimes
2014JJ00	GM0951	671	all crimes
2015JJ00	GM0951	650	all crimes
2016JJ00	GM0951	581	all crimes
2014JJ00	GM0579	839	all crimes
2015JJ00	GM0579	877	all crimes
2016JJ00	GM0579	746	all crimes
2014JJ00	GM0823	605	all crimes
2015JJ00	GM0823	603	all crimes
2016JJ00	GM0823	617	all crimes
2014JJ00	GM0824	1246	all crimes
2015JJ00	GM0824	1350	all crimes
2016JJ00	GM0824	1113	all crimes
2014JJ00	GM1895	1759	all crimes
2015JJ00	GM1895	1719	all crimes
2016JJ00	GM1895	1631	all crimes
2014JJ00	GM0269	589	all crimes
2015JJ00	GM0269	566	all crimes
2016JJ00	GM0269	531	all crimes
2014JJ00	GM0173	1261	all crimes
2015JJ00	GM0173	1316	all crimes
2016JJ00	GM0173	1181	all crimes
2014JJ00	GM1773	399	all crimes
2015JJ00	GM1773	417	all crimes
2016JJ00	GM1773	382	all crimes
2014JJ00	GM0175	616	all crimes
2015JJ00	GM0175	495	all crimes
2016JJ00	GM0175	614	all crimes
2014JJ00	GM0881	340	all crimes
2015JJ00	GM0881	271	all crimes
2016JJ00	GM0881	285	all crimes
2014JJ00	GM1586	935	all crimes
2015JJ00	GM1586	763	all crimes
2016JJ00	GM1586	832	all crimes
2014JJ00	GM0826	3079	all crimes
2015JJ00	GM0826	3007	all crimes
2016JJ00	GM0826	3006	all crimes
2014JJ00	GM0085	752	all crimes
2015JJ00	GM0085	725	all crimes
2016JJ00	GM0085	717	all crimes
2014JJ00	GM0431	440	all crimes
2015JJ00	GM0431	341	all crimes
2016JJ00	GM0431	468	all crimes
2014JJ00	GM0432	363	all crimes
2015JJ00	GM0432	345	all crimes
2016JJ00	GM0432	334	all crimes
2014JJ00	GM0086	779	all crimes
2015JJ00	GM0086	694	all crimes
2016JJ00	GM0086	747	all crimes
2014JJ00	GM0828	5266	all crimes
2015JJ00	GM0828	5105	all crimes
2016JJ00	GM0828	4785	all crimes
2014JJ00	GM0584	855	all crimes
2015JJ00	GM0584	737	all crimes
2016JJ00	GM0584	842	all crimes
2014JJ00	GM1509	1136	all crimes
2015JJ00	GM1509	1028	all crimes
2016JJ00	GM1509	1059	all crimes
2014JJ00	GM0437	1137	all crimes
2015JJ00	GM0437	1026	all crimes
2016JJ00	GM0437	1120	all crimes
2014JJ00	GM0644		all crimes
2015JJ00	GM0644		all crimes
2016JJ00	GM0644		all crimes
2014JJ00	GM0589	269	all crimes
2015JJ00	GM0589	250	all crimes
2016JJ00	GM0589	220	all crimes
2014JJ00	GM1734	1631	all crimes
2015JJ00	GM1734	1515	all crimes
2016JJ00	GM1734	1820	all crimes
2014JJ00	GM0590	1280	all crimes
2015JJ00	GM0590	1243	all crimes
2016JJ00	GM0590	1131	all crimes
2014JJ00	GM1894	1593	all crimes
2015JJ00	GM1894	1417	all crimes
2016JJ00	GM1894	1239	all crimes
2014JJ00	GM0765	570	all crimes
2015JJ00	GM0765	475	all crimes
2016JJ00	GM0765	459	all crimes
2014JJ00	GM1926	1838	all crimes
2015JJ00	GM1926	1694	all crimes
2016JJ00	GM1926	1817	all crimes
2014JJ00	GM0439	3930	all crimes
2015JJ00	GM0439	3761	all crimes
2016JJ00	GM0439	3408	all crimes
2014JJ00	GM0273	932	all crimes
2015JJ00	GM0273	791	all crimes
2016JJ00	GM0273	842	all crimes
2014JJ00	GM0177	817	all crimes
2015JJ00	GM0177	751	all crimes
2016JJ00	GM0177	895	all crimes
2014JJ00	GM0703	644	all crimes
2015JJ00	GM0703	612	all crimes
2016JJ00	GM0703	708	all crimes
2014JJ00	GM0274	1541	all crimes
2015JJ00	GM0274	1258	all crimes
2016JJ00	GM0274	1251	all crimes
2014JJ00	GM0339	150	all crimes
2015JJ00	GM0339	144	all crimes
2016JJ00	GM0339	137	all crimes
2014JJ00	GM1667	405	all crimes
2015JJ00	GM1667	441	all crimes
2016JJ00	GM1667	369	all crimes
2014JJ00	GM0275	2255	all crimes
2015JJ00	GM0275	1959	all crimes
2016JJ00	GM0275	1931	all crimes
2014JJ00	GM0340	643	all crimes
2015JJ00	GM0340	567	all crimes
2016JJ00	GM0340	614	all crimes
2014JJ00	GM0597	2065	all crimes
2015JJ00	GM0597	1777	all crimes
2016JJ00	GM0597	2101	all crimes
2014JJ00	GM0196	254	all crimes
2015JJ00	GM0196	301	all crimes
2016JJ00	GM0196	235	all crimes
2014JJ00	GM1672		all crimes
2015JJ00	GM1672		all crimes
2016JJ00	GM1672		all crimes
2014JJ00	GM1742	972	all crimes
2015JJ00	GM1742	947	all crimes
2016JJ00	GM1742	1050	all crimes
2014JJ00	GM0603	3727	all crimes
2015JJ00	GM0603	3421	all crimes
2016JJ00	GM0603	3646	all crimes
2014JJ00	GM1669	711	all crimes
2015JJ00	GM1669	594	all crimes
2016JJ00	GM1669	715	all crimes
2014JJ00	GM0957	5214	all crimes
2015JJ00	GM0957	4665	all crimes
2016JJ00	GM0957	4747	all crimes
2014JJ00	GM0736	1739	all crimes
2015JJ00	GM0736	1545	all crimes
2016JJ00	GM0736	1647	all crimes
2014JJ00	GM1674	5023	all crimes
2015JJ00	GM1674	4675	all crimes
2016JJ00	GM1674	4837	all crimes
2014JJ00	GM0599	61452	all crimes
2015JJ00	GM0599	57944	all crimes
2016JJ00	GM0599	59810	all crimes
2014JJ00	GM0277	66	all crimes
2015JJ00	GM0277	67	all crimes
2016JJ00	GM0277	51	all crimes
2014JJ00	GM0840	884	all crimes
2015JJ00	GM0840	784	all crimes
2016JJ00	GM0840	767	all crimes
2014JJ00	GM0441	2466	all crimes
2015JJ00	GM0441	1902	all crimes
2016JJ00	GM0441	1679	all crimes
2014JJ00	GM0458		all crimes
2015JJ00	GM0458		all crimes
2016JJ00	GM0458		all crimes
2014JJ00	GM0279	255	all crimes
2015JJ00	GM0279	272	all crimes
2016JJ00	GM0279	240	all crimes
2014JJ00	GM0606	5398	all crimes
2015JJ00	GM0606	5213	all crimes
2016JJ00	GM0606	5311	all crimes
2014JJ00	GM0088	23	all crimes
2015JJ00	GM0088	35	all crimes
2016JJ00	GM0088	34	all crimes
2014JJ00	GM0844	980	all crimes
2015JJ00	GM0844	880	all crimes
2016JJ00	GM0844	993	all crimes
2014JJ00	GM0962	600	all crimes
2015JJ00	GM0962	612	all crimes
2016JJ00	GM0962	512	all crimes
2014JJ00	GM0608		all crimes
2015JJ00	GM0608		all crimes
2016JJ00	GM0608		all crimes
2014JJ00	GM1676	1780	all crimes
2015JJ00	GM1676	1778	all crimes
2016JJ00	GM1676	1553	all crimes
2014JJ00	GM0965	289	all crimes
2015JJ00	GM0965	328	all crimes
2016JJ00	GM0965	285	all crimes
2014JJ00	GM1702	303	all crimes
2015JJ00	GM1702	216	all crimes
2016JJ00	GM1702	251	all crimes
2014JJ00	GM0845	879	all crimes
2015JJ00	GM0845	793	all crimes
2016JJ00	GM0845	720	all crimes
2014JJ00	GM0846	736	all crimes
2015JJ00	GM0846	557	all crimes
2016JJ00	GM0846	550	all crimes
2014JJ00	GM1883	7901	all crimes
2015JJ00	GM1883	7478	all crimes
2016JJ00	GM1883	6754	all crimes
2014JJ00	GM0051		all crimes
2015JJ00	GM0051		all crimes
2016JJ00	GM0051		all crimes
2014JJ00	GM0610	965	all crimes
2015JJ00	GM0610	823	all crimes
2016JJ00	GM0610	855	all crimes
2014JJ00	GM0040	356	all crimes
2015JJ00	GM0040	298	all crimes
2016JJ00	GM0040	341	all crimes
2014JJ00	GM1714	905	all crimes
2015JJ00	GM1714	810	all crimes
2016JJ00	GM1714	767	all crimes
2014JJ00	GM0090	2747	all crimes
2015JJ00	GM0090	2420	all crimes
2016JJ00	GM0090	2264	all crimes
2014JJ00	GM0342	1936	all crimes
2015JJ00	GM0342	2025	all crimes
2016JJ00	GM0342	1901	all crimes
2014JJ00	GM0847	753	all crimes
2015JJ00	GM0847	620	all crimes
2016JJ00	GM0847	646	all crimes
2014JJ00	GM0848	709	all crimes
2015JJ00	GM0848	773	all crimes
2016JJ00	GM0848	651	all crimes
2014JJ00	GM0612		all crimes
2015JJ00	GM0612		all crimes
2016JJ00	GM0612		all crimes
2014JJ00	GM0037	1325	all crimes
2015JJ00	GM0037	1409	all crimes
2016JJ00	GM0037	1190	all crimes
2014JJ00	GM0180	371	all crimes
2015JJ00	GM0180	370	all crimes
2016JJ00	GM0180	371	all crimes
2014JJ00	GM0532	923	all crimes
2015JJ00	GM0532	897	all crimes
2016JJ00	GM0532	800	all crimes
2014JJ00	GM0851	901	all crimes
2015JJ00	GM0851	823	all crimes
2016JJ00	GM0851	846	all crimes
2014JJ00	GM1708	1448	all crimes
2015JJ00	GM1708	1449	all crimes
2016JJ00	GM1708	1586	all crimes
2014JJ00	GM0971	1173	all crimes
2015JJ00	GM0971	1049	all crimes
2016JJ00	GM0971	973	all crimes
2014JJ00	GM1904	2678	all crimes
2015JJ00	GM1904	2517	all crimes
2016JJ00	GM1904	2972	all crimes
2014JJ00	GM0617	260	all crimes
2015JJ00	GM0617	207	all crimes
2016JJ00	GM0617	211	all crimes
2014JJ00	GM1900	3319	all crimes
2015JJ00	GM1900	3294	all crimes
2016JJ00	GM1900	3086	all crimes
2014JJ00	GM0715	2288	all crimes
2015JJ00	GM0715	2122	all crimes
2016JJ00	GM0715	2325	all crimes
2014JJ00	GM0093	297	all crimes
2015JJ00	GM0093	298	all crimes
2016JJ00	GM0093	266	all crimes
2014JJ00	GM0448	531	all crimes
2015JJ00	GM0448	517	all crimes
2016JJ00	GM0448	491	all crimes
2014JJ00	GM1525	1289	all crimes
2015JJ00	GM1525	1219	all crimes
2016JJ00	GM1525	1329	all crimes
2014JJ00	GM0716	604	all crimes
2015JJ00	GM0716	606	all crimes
2016JJ00	GM0716	648	all crimes
2014JJ00	GM0281	2888	all crimes
2015JJ00	GM0281	2899	all crimes
2016JJ00	GM0281	2810	all crimes
2014JJ00	GM0855	17181	all crimes
2015JJ00	GM0855	15523	all crimes
2016JJ00	GM0855	14191	all crimes
2014JJ00	GM0183	430	all crimes
2015JJ00	GM0183	335	all crimes
2016JJ00	GM0183	324	all crimes
2014JJ00	GM1700	833	all crimes
2015JJ00	GM1700	836	all crimes
2016JJ00	GM1700	801	all crimes
2014JJ00	GM1730	870	all crimes
2015JJ00	GM1730	821	all crimes
2016JJ00	GM1730	824	all crimes
2014JJ00	GM0737	871	all crimes
2015JJ00	GM0737	757	all crimes
2016JJ00	GM0737	752	all crimes
2014JJ00	GM0282		all crimes
2015JJ00	GM0282		all crimes
2016JJ00	GM0282		all crimes
2014JJ00	GM0856	2383	all crimes
2015JJ00	GM0856	2420	all crimes
2016JJ00	GM0856	2096	all crimes
2014JJ00	GM0450	717	all crimes
2015JJ00	GM0450	710	all crimes
2016JJ00	GM0450	523	all crimes
2014JJ00	GM0451	1053	all crimes
2015JJ00	GM0451	1125	all crimes
2016JJ00	GM0451	1066	all crimes
2014JJ00	GM0184	569	all crimes
2015JJ00	GM0184	466	all crimes
2016JJ00	GM0184	450	all crimes
2014JJ00	GM0344	31034	all crimes
2015JJ00	GM0344	29903	all crimes
2016JJ00	GM0344	29727	all crimes
2014JJ00	GM1581	1963	all crimes
2015JJ00	GM1581	1730	all crimes
2016JJ00	GM1581	1977	all crimes
2014JJ00	GM0981	511	all crimes
2015JJ00	GM0981	493	all crimes
2016JJ00	GM0981	439	all crimes
2014JJ00	GM0994	1186	all crimes
2015JJ00	GM0994	1043	all crimes
2016JJ00	GM0994	1076	all crimes
2014JJ00	GM0858	1551	all crimes
2015JJ00	GM0858	1473	all crimes
2016JJ00	GM0858	1463	all crimes
2014JJ00	GM0047	1212	all crimes
2015JJ00	GM0047	1114	all crimes
2016JJ00	GM0047	1068	all crimes
2014JJ00	GM0345	2998	all crimes
2015JJ00	GM0345	2843	all crimes
2016JJ00	GM0345	2787	all crimes
2014JJ00	GM0717	797	all crimes
2015JJ00	GM0717	830	all crimes
2016JJ00	GM0717	764	all crimes
2014JJ00	GM0860	1858	all crimes
2015JJ00	GM0860	1576	all crimes
2016JJ00	GM0860	1536	all crimes
2014JJ00	GM0861	2249	all crimes
2015JJ00	GM0861	1801	all crimes
2016JJ00	GM0861	1808	all crimes
2014JJ00	GM0453	3813	all crimes
2015JJ00	GM0453	3203	all crimes
2016JJ00	GM0453	3030	all crimes
2014JJ00	GM0983	7136	all crimes
2015JJ00	GM0983	7141	all crimes
2016JJ00	GM0983	6822	all crimes
2014JJ00	GM0984	2418	all crimes
2015JJ00	GM0984	2238	all crimes
2016JJ00	GM0984	2026	all crimes
2014JJ00	GM0620	871	all crimes
2015JJ00	GM0620	763	all crimes
2016JJ00	GM0620	766	all crimes
2014JJ00	GM0622	4715	all crimes
2015JJ00	GM0622	4503	all crimes
2016JJ00	GM0622	4929	all crimes
2014JJ00	GM0048	638	all crimes
2015JJ00	GM0048	922	all crimes
2016JJ00	GM0048	1093	all crimes
2014JJ00	GM0096	105	all crimes
2015JJ00	GM0096	77	all crimes
2016JJ00	GM0096	48	all crimes
2014JJ00	GM0718	2849	all crimes
2015JJ00	GM0718	2559	all crimes
2016JJ00	GM0718	2218	all crimes
2014JJ00	GM0623		all crimes
2015JJ00	GM0623		all crimes
2016JJ00	GM0623		all crimes
2014JJ00	GM0986	421	all crimes
2015JJ00	GM0986	337	all crimes
2016JJ00	GM0986	408	all crimes
2014JJ00	GM0626	848	all crimes
2015JJ00	GM0626	810	all crimes
2016JJ00	GM0626	831	all crimes
2014JJ00	GM0285	1076	all crimes
2015JJ00	GM0285	804	all crimes
2016JJ00	GM0285	846	all crimes
2014JJ00	GM0865	1168	all crimes
2015JJ00	GM0865	1066	all crimes
2016JJ00	GM0865	983	all crimes
2014JJ00	GM0866	585	all crimes
2015JJ00	GM0866	596	all crimes
2016JJ00	GM0866	569	all crimes
2014JJ00	GM0867	2780	all crimes
2015JJ00	GM0867	2562	all crimes
2016JJ00	GM0867	2226	all crimes
2014JJ00	GM0627	1088	all crimes
2015JJ00	GM0627	1063	all crimes
2016JJ00	GM0627	1213	all crimes
2014JJ00	GM0289	1669	all crimes
2015JJ00	GM0289	1296	all crimes
2016JJ00	GM0289	1509	all crimes
2014JJ00	GM0629	1182	all crimes
2015JJ00	GM0629	1021	all crimes
2016JJ00	GM0629	987	all crimes
2014JJ00	GM0852	468	all crimes
2015JJ00	GM0852	487	all crimes
2016JJ00	GM0852	515	all crimes
2014JJ00	GM0988	2955	all crimes
2015JJ00	GM0988	2703	all crimes
2016JJ00	GM0988	2408	all crimes
2014JJ00	GM0457	916	all crimes
2015JJ00	GM0457	863	all crimes
2016JJ00	GM0457	820	all crimes
2014JJ00	GM0870	911	all crimes
2015JJ00	GM0870	790	all crimes
2016JJ00	GM0870	803	all crimes
2014JJ00	GM0668	571	all crimes
2015JJ00	GM0668	551	all crimes
2016JJ00	GM0668	492	all crimes
2014JJ00	GM1701	488	all crimes
2015JJ00	GM1701	426	all crimes
2016JJ00	GM1701	448	all crimes
2014JJ00	GM0293	588	all crimes
2015JJ00	GM0293	510	all crimes
2016JJ00	GM0293	501	all crimes
2014JJ00	GM1783	4724	all crimes
2015JJ00	GM1783	4556	all crimes
2016JJ00	GM1783	4606	all crimes
2014JJ00	GM0098	813	all crimes
2015JJ00	GM0098	894	all crimes
2016JJ00	GM0098	814	all crimes
2014JJ00	GM0614	596	all crimes
2015JJ00	GM0614	473	all crimes
2016JJ00	GM0614	535	all crimes
2014JJ00	GM0189	595	all crimes
2015JJ00	GM0189	574	all crimes
2016JJ00	GM0189	568	all crimes
2014JJ00	GM0296	1582	all crimes
2015JJ00	GM0296	1616	all crimes
2016JJ00	GM0296	1491	all crimes
2014JJ00	GM1696	792	all crimes
2015JJ00	GM1696	737	all crimes
2016JJ00	GM1696	758	all crimes
2014JJ00	GM0352	596	all crimes
2015JJ00	GM0352	532	all crimes
2016JJ00	GM0352	528	all crimes
2014JJ00	GM0053	271	all crimes
2015JJ00	GM0053	221	all crimes
2016JJ00	GM0053	238	all crimes
2014JJ00	GM0294	1295	all crimes
2015JJ00	GM0294	1165	all crimes
2016JJ00	GM0294	1127	all crimes
2014JJ00	GM0873	781	all crimes
2015JJ00	GM0873	780	all crimes
2016JJ00	GM0873	758	all crimes
2014JJ00	GM0632	2129	all crimes
2015JJ00	GM0632	2422	all crimes
2016JJ00	GM0632	2193	all crimes
2014JJ00	GM1690	508	all crimes
2015JJ00	GM1690	479	all crimes
2016JJ00	GM1690	548	all crimes
2014JJ00	GM0880	436	all crimes
2015JJ00	GM0880	443	all crimes
2016JJ00	GM0880	386	all crimes
2014JJ00	GM0351	451	all crimes
2015JJ00	GM0351	379	all crimes
2016JJ00	GM0351	337	all crimes
2014JJ00	GM0874	442	all crimes
2015JJ00	GM0874	398	all crimes
2016JJ00	GM0874	362	all crimes
2014JJ00	GM0479	8941	all crimes
2015JJ00	GM0479	8448	all crimes
2016JJ00	GM0479	7905	all crimes
2014JJ00	GM0297	1323	all crimes
2015JJ00	GM0297	1373	all crimes
2016JJ00	GM0297	1149	all crimes
2014JJ00	GM0473	1217	all crimes
2015JJ00	GM0473	1167	all crimes
2016JJ00	GM0473	1062	all crimes
2014JJ00	GM0707	377	all crimes
2015JJ00	GM0707	316	all crimes
2016JJ00	GM0707	372	all crimes
2014JJ00	GM0478	182	all crimes
2015JJ00	GM0478	140	all crimes
2016JJ00	GM0478		all crimes
2014JJ00	GM0050	1009	all crimes
2015JJ00	GM0050	701	all crimes
2016JJ00	GM0050	964	all crimes
2014JJ00	GM0355	3538	all crimes
2015JJ00	GM0355	3382	all crimes
2016JJ00	GM0355	3320	all crimes
2014JJ00	GM0299	1368	all crimes
2015JJ00	GM0299	1046	all crimes
2016JJ00	GM0299	1185	all crimes
2014JJ00	GM0637	7754	all crimes
2015JJ00	GM0637	6439	all crimes
2016JJ00	GM0637	6111	all crimes
2014JJ00	GM0638	275	all crimes
2015JJ00	GM0638	246	all crimes
2016JJ00	GM0638	262	all crimes
2014JJ00	GM0056	391	all crimes
2015JJ00	GM0056	318	all crimes
2016JJ00	GM0056	343	all crimes
2014JJ00	GM1892	1672	all crimes
2015JJ00	GM1892	1497	all crimes
2016JJ00	GM1892	1620	all crimes
2014JJ00	GM0879	1102	all crimes
2015JJ00	GM0879	978	all crimes
2016JJ00	GM0879	886	all crimes
2014JJ00	GM0301	2903	all crimes
2015JJ00	GM0301	2500	all crimes
2016JJ00	GM0301	2932	all crimes
2014JJ00	GM1896	518	all crimes
2015JJ00	GM1896	584	all crimes
2016JJ00	GM1896	474	all crimes
2014JJ00	GM0642	2109	all crimes
2015JJ00	GM0642	1780	all crimes
2016JJ00	GM0642	2145	all crimes
2014JJ00	GM0193	7581	all crimes
2015JJ00	GM0193	7173	all crimes
2016JJ00	GM0193	6554	all crimes
2014JJ00	GM1680	101	HIC: High Impact Crime - total
2015JJ00	GM1680	131	HIC: High Impact Crime - total
2016JJ00	GM1680	107	HIC: High Impact Crime - total
2014JJ00	GM0738	67	HIC: High Impact Crime - total
2015JJ00	GM0738	68	HIC: High Impact Crime - total
2016JJ00	GM0738	44	HIC: High Impact Crime - total
2014JJ00	GM0358	211	HIC: High Impact Crime - total
2015JJ00	GM0358	174	HIC: High Impact Crime - total
2016JJ00	GM0358	194	HIC: High Impact Crime - total
2014JJ00	GM0197	105	HIC: High Impact Crime - total
2015JJ00	GM0197	68	HIC: High Impact Crime - total
2016JJ00	GM0197	104	HIC: High Impact Crime - total
2014JJ00	GM0059	162	HIC: High Impact Crime - total
2015JJ00	GM0059	125	HIC: High Impact Crime - total
2016JJ00	GM0059	128	HIC: High Impact Crime - total
2014JJ00	GM0482	106	HIC: High Impact Crime - total
2015JJ00	GM0482	144	HIC: High Impact Crime - total
2016JJ00	GM0482	119	HIC: High Impact Crime - total
2014JJ00	GM0613	231	HIC: High Impact Crime - total
2015JJ00	GM0613	200	HIC: High Impact Crime - total
2016JJ00	GM0613	206	HIC: High Impact Crime - total
2014JJ00	GM0361	1324	HIC: High Impact Crime - total
2015JJ00	GM0361	1129	HIC: High Impact Crime - total
2016JJ00	GM0361	1060	HIC: High Impact Crime - total
2014JJ00	GM0141	721	HIC: High Impact Crime - total
2015JJ00	GM0141	557	HIC: High Impact Crime - total
2016JJ00	GM0141	744	HIC: High Impact Crime - total
2014JJ00	GM0034	2779	HIC: High Impact Crime - total
2015JJ00	GM0034	2336	HIC: High Impact Crime - total
2016JJ00	GM0034	2267	HIC: High Impact Crime - total
2014JJ00	GM0484	746	HIC: High Impact Crime - total
2015JJ00	GM0484	763	HIC: High Impact Crime - total
2016JJ00	GM0484	686	HIC: High Impact Crime - total
2014JJ00	GM1723	103	HIC: High Impact Crime - total
2015JJ00	GM1723	65	HIC: High Impact Crime - total
2016JJ00	GM1723	57	HIC: High Impact Crime - total
2014JJ00	GM0060	12	HIC: High Impact Crime - total
2015JJ00	GM0060	18	HIC: High Impact Crime - total
2016JJ00	GM0060	20	HIC: High Impact Crime - total
2014JJ00	GM0307	1652	HIC: High Impact Crime - total
2015JJ00	GM0307	1356	HIC: High Impact Crime - total
2016JJ00	GM0307	1249	HIC: High Impact Crime - total
2014JJ00	GM0362	641	HIC: High Impact Crime - total
2015JJ00	GM0362	701	HIC: High Impact Crime - total
2016JJ00	GM0362	607	HIC: High Impact Crime - total
2014JJ00	GM0363	15344	HIC: High Impact Crime - total
2015JJ00	GM0363	14403	HIC: High Impact Crime - total
2016JJ00	GM0363	13465	HIC: High Impact Crime - total
2014JJ00	GM0200	1423	HIC: High Impact Crime - total
2015JJ00	GM0200	1238	HIC: High Impact Crime - total
2016JJ00	GM0200	1202	HIC: High Impact Crime - total
2014JJ00	GM0003	108	HIC: High Impact Crime - total
2015JJ00	GM0003	100	HIC: High Impact Crime - total
2016JJ00	GM0003	104	HIC: High Impact Crime - total
2014JJ00	GM0202	2191	HIC: High Impact Crime - total
2015JJ00	GM0202	2074	HIC: High Impact Crime - total
2016JJ00	GM0202	1950	HIC: High Impact Crime - total
2014JJ00	GM0106	658	HIC: High Impact Crime - total
2015JJ00	GM0106	549	HIC: High Impact Crime - total
2016JJ00	GM0106	572	HIC: High Impact Crime - total
2014JJ00	GM0743	147	HIC: High Impact Crime - total
2015JJ00	GM0743	145	HIC: High Impact Crime - total
2016JJ00	GM0743	112	HIC: High Impact Crime - total
2014JJ00	GM0744	76	HIC: High Impact Crime - total
2015JJ00	GM0744	51	HIC: High Impact Crime - total
2016JJ00	GM0744	35	HIC: High Impact Crime - total
2014JJ00	GM0308	252	HIC: High Impact Crime - total
2015JJ00	GM0308	187	HIC: High Impact Crime - total
2016JJ00	GM0308	213	HIC: High Impact Crime - total
2014JJ00	GM0489	325	HIC: High Impact Crime - total
2015JJ00	GM0489	280	HIC: High Impact Crime - total
2016JJ00	GM0489	276	HIC: High Impact Crime - total
2014JJ00	GM0203	350	HIC: High Impact Crime - total
2015JJ00	GM0203	337	HIC: High Impact Crime - total
2016JJ00	GM0203	277	HIC: High Impact Crime - total
2014JJ00	GM0005	41	HIC: High Impact Crime - total
2015JJ00	GM0005	24	HIC: High Impact Crime - total
2016JJ00	GM0005	31	HIC: High Impact Crime - total
2014JJ00	GM0888	148	HIC: High Impact Crime - total
2015JJ00	GM0888	142	HIC: High Impact Crime - total
2016JJ00	GM0888	144	HIC: High Impact Crime - total
2014JJ00	GM0370	53	HIC: High Impact Crime - total
2015JJ00	GM0370	42	HIC: High Impact Crime - total
2016JJ00	GM0370	36	HIC: High Impact Crime - total
2014JJ00	GM0889	93	HIC: High Impact Crime - total
2015JJ00	GM0889	84	HIC: High Impact Crime - total
2016JJ00	GM0889	78	HIC: High Impact Crime - total
2014JJ00	GM0007	48	HIC: High Impact Crime - total
2015JJ00	GM0007	44	HIC: High Impact Crime - total
2016JJ00	GM0007	47	HIC: High Impact Crime - total
2014JJ00	GM1945		HIC: High Impact Crime - total
2015JJ00	GM1945		HIC: High Impact Crime - total
