Perioden;Crimes;Municipality;CrimeType
2016JJ00;64;Horst aan de Maas;mistreatment
2014JJ00;53;Houten;mistreatment
2015JJ00;63;Houten;mistreatment
2016JJ00;53;Houten;mistreatment
2014JJ00;94;Huizen;mistreatment
2015JJ00;107;Huizen;mistreatment
2016JJ00;84;Huizen;mistreatment
2014JJ00;77;Hulst;mistreatment
2015JJ00;71;Hulst;mistreatment
2016JJ00;59;Hulst;mistreatment
2014JJ00;60;IJsselstein;mistreatment
2015JJ00;55;IJsselstein;mistreatment
2016JJ00;51;IJsselstein;mistreatment
2014JJ00;26;Kaag en Braassem;mistreatment
2015JJ00;34;Kaag en Braassem;mistreatment
2016JJ00;35;Kaag en Braassem;mistreatment
2014JJ00;101;Kampen;mistreatment
2015JJ00;101;Kampen;mistreatment
2016JJ00;121;Kampen;mistreatment
2014JJ00;9;Kapelle;mistreatment
2015JJ00;15;Kapelle;mistreatment
2016JJ00;12;Kapelle;mistreatment
2014JJ00;146;Katwijk;mistreatment
2015JJ00;148;Katwijk;mistreatment
2016JJ00;102;Katwijk;mistreatment
2014JJ00;179;Kerkrade;mistreatment
2015JJ00;168;Kerkrade;mistreatment
2016JJ00;152;Kerkrade;mistreatment
2014JJ00;52;Koggenland;mistreatment
2015JJ00;39;Koggenland;mistreatment
2016JJ00;33;Koggenland;mistreatment
2014JJ00;24;Kollumerland en Nieuwkruisland;mistreatment
2015JJ00;11;Kollumerland en Nieuwkruisland;mistreatment
2016JJ00;20;Kollumerland en Nieuwkruisland;mistreatment
2014JJ00;6;Korendijk;mistreatment
2015JJ00;10;Korendijk;mistreatment
2016JJ00;7;Korendijk;mistreatment
2014JJ00;46;Krimpen aan den IJssel;mistreatment
2015JJ00;33;Krimpen aan den IJssel;mistreatment
2016JJ00;43;Krimpen aan den IJssel;mistreatment
2014JJ00;101;Krimpenerwaard;mistreatment
2015JJ00;75;Krimpenerwaard;mistreatment
2016JJ00;99;Krimpenerwaard;mistreatment
2014JJ00;41;Laarbeek;mistreatment
2015JJ00;35;Laarbeek;mistreatment
2016JJ00;27;Laarbeek;mistreatment
2014JJ00;20;Landerd;mistreatment
2015JJ00;20;Landerd;mistreatment
2016JJ00;26;Landerd;mistreatment
2014JJ00;97;Landgraaf;mistreatment
2015JJ00;110;Landgraaf;mistreatment
2016JJ00;85;Landgraaf;mistreatment
2014JJ00;10;Landsmeer;mistreatment
2015JJ00;19;Landsmeer;mistreatment
2016JJ00;26;Landsmeer;mistreatment
2014JJ00;68;Langedijk;mistreatment
2015JJ00;46;Langedijk;mistreatment
2016JJ00;61;Langedijk;mistreatment
2014JJ00;85;Lansingerland;mistreatment
2015JJ00;85;Lansingerland;mistreatment
2016JJ00;88;Lansingerland;mistreatment
2014JJ00;16;Laren (NH.);mistreatment
2015JJ00;14;Laren (NH.);mistreatment
2016JJ00;14;Laren (NH.);mistreatment
2014JJ00;30;Leek;mistreatment
2015JJ00;30;Leek;mistreatment
2016JJ00;23;Leek;mistreatment
2014JJ00;49;Leerdam;mistreatment
2015JJ00;36;Leerdam;mistreatment
2016JJ00;32;Leerdam;mistreatment
2014JJ00;517;Leeuwarden;mistreatment
2015JJ00;479;Leeuwarden;mistreatment
2016JJ00;397;Leeuwarden;mistreatment
2014JJ00;11;Leeuwarderadeel;mistreatment
2015JJ00;15;Leeuwarderadeel;mistreatment
2016JJ00;11;Leeuwarderadeel;mistreatment
2014JJ00;427;Leiden;mistreatment
2015JJ00;341;Leiden;mistreatment
2016JJ00;398;Leiden;mistreatment
2014JJ00;33;Leiderdorp;mistreatment
2015JJ00;43;Leiderdorp;mistreatment
2016JJ00;44;Leiderdorp;mistreatment
2014JJ00;175;Leidschendam-Voorburg;mistreatment
2015JJ00;158;Leidschendam-Voorburg;mistreatment
2016JJ00;140;Leidschendam-Voorburg;mistreatment
2014JJ00;307;Lelystad;mistreatment
2015JJ00;282;Lelystad;mistreatment
2016JJ00;299;Lelystad;mistreatment
2014JJ00;;Lemsterland;mistreatment
2015JJ00;;Lemsterland;mistreatment
2016JJ00;;Lemsterland;mistreatment
2014JJ00;51;Leudal;mistreatment
2015JJ00;54;Leudal;mistreatment
2016JJ00;59;Leudal;mistreatment
2014JJ00;21;Leusden;mistreatment
2015JJ00;30;Leusden;mistreatment
2016JJ00;43;Leusden;mistreatment
2014JJ00;11;Lingewaal;mistreatment
2015JJ00;10;Lingewaal;mistreatment
2016JJ00;11;Lingewaal;mistreatment
2014JJ00;48;Lingewaard;mistreatment
2015JJ00;60;Lingewaard;mistreatment
2016JJ00;64;Lingewaard;mistreatment
2014JJ00;40;Lisse;mistreatment
2015JJ00;30;Lisse;mistreatment
2016JJ00;58;Lisse;mistreatment
2014JJ00;20;Littenseradiel;mistreatment
2015JJ00;8;Littenseradiel;mistreatment
2016JJ00;17;Littenseradiel;mistreatment
2014JJ00;53;Lochem;mistreatment
2015JJ00;57;Lochem;mistreatment
2016JJ00;38;Lochem;mistreatment
2014JJ00;55;Loon op Zand;mistreatment
2015JJ00;51;Loon op Zand;mistreatment
2016JJ00;62;Loon op Zand;mistreatment
2014JJ00;13;Lopik;mistreatment
2015JJ00;12;Lopik;mistreatment
2016JJ00;17;Lopik;mistreatment
2014JJ00;19;Loppersum;mistreatment
2015JJ00;25;Loppersum;mistreatment
2016JJ00;17;Loppersum;mistreatment
2014JJ00;39;Losser;mistreatment
2015JJ00;39;Losser;mistreatment
2016JJ00;32;Losser;mistreatment
2014JJ00;;Maasdonk;mistreatment
2015JJ00;;Maasdonk;mistreatment
2016JJ00;;Maasdonk;mistreatment
2014JJ00;46;Maasdriel;mistreatment
2015JJ00;51;Maasdriel;mistreatment
2016JJ00;41;Maasdriel;mistreatment
2014JJ00;31;Maasgouw;mistreatment
2015JJ00;18;Maasgouw;mistreatment
2016JJ00;25;Maasgouw;mistreatment
2014JJ00;85;Maassluis;mistreatment
2015JJ00;60;Maassluis;mistreatment
2016JJ00;65;Maassluis;mistreatment
2014JJ00;567;Maastricht;mistreatment
2015JJ00;514;Maastricht;mistreatment
2016JJ00;444;Maastricht;mistreatment
2014JJ00;22;De Marne;mistreatment
2015JJ00;13;De Marne;mistreatment
2016JJ00;13;De Marne;mistreatment
2014JJ00;12;Marum;mistreatment
2015JJ00;20;Marum;mistreatment
2016JJ00;26;Marum;mistreatment
2014JJ00;93;Medemblik;mistreatment
2015JJ00;80;Medemblik;mistreatment
2016JJ00;84;Medemblik;mistreatment
2014JJ00;15;Meerssen;mistreatment
2015JJ00;25;Meerssen;mistreatment
2016JJ00;21;Meerssen;mistreatment
2014JJ00;;Meierijstad;mistreatment
2015JJ00;;Meierijstad;mistreatment
2016JJ00;;Meierijstad;mistreatment
2014JJ00;20;Menameradiel;mistreatment
2015JJ00;14;Menameradiel;mistreatment
2016JJ00;25;Menameradiel;mistreatment
2014JJ00;23;Menterwolde;mistreatment
2015JJ00;40;Menterwolde;mistreatment
2016JJ00;22;Menterwolde;mistreatment
2014JJ00;101;Meppel;mistreatment
2015JJ00;105;Meppel;mistreatment
2016JJ00;74;Meppel;mistreatment
2014JJ00;150;Middelburg (Z.);mistreatment
2015JJ00;146;Middelburg (Z.);mistreatment
2016JJ00;142;Middelburg (Z.);mistreatment
2014JJ00;12;Midden-Delfland;mistreatment
2015JJ00;17;Midden-Delfland;mistreatment
2016JJ00;16;Midden-Delfland;mistreatment
2014JJ00;69;Midden-Drenthe;mistreatment
2015JJ00;61;Midden-Drenthe;mistreatment
2016JJ00;63;Midden-Drenthe;mistreatment
2014JJ00;8;Mill en Sint Hubert;mistreatment
2015JJ00;9;Mill en Sint Hubert;mistreatment
2016JJ00;6;Mill en Sint Hubert;mistreatment
2014JJ00;;Millingen aan de Rijn;mistreatment
2015JJ00;;Millingen aan de Rijn;mistreatment
2016JJ00;;Millingen aan de Rijn;mistreatment
2014JJ00;65;Moerdijk;mistreatment
2015JJ00;70;Moerdijk;mistreatment
2016JJ00;43;Moerdijk;mistreatment
2014JJ00;22;Molenwaard;mistreatment
2015JJ00;27;Molenwaard;mistreatment
2016JJ00;22;Molenwaard;mistreatment
2014JJ00;55;Montferland;mistreatment
2015JJ00;52;Montferland;mistreatment
2016JJ00;61;Montferland;mistreatment
2014JJ00;17;Montfoort;mistreatment
2015JJ00;12;Montfoort;mistreatment
2016JJ00;17;Montfoort;mistreatment
2014JJ00;4;Mook en Middelaar;mistreatment
2015JJ00;9;Mook en Middelaar;mistreatment
2016JJ00;7;Mook en Middelaar;mistreatment
2014JJ00;9;Muiden;mistreatment
2015JJ00;5;Muiden;mistreatment
2016JJ00;;Muiden;mistreatment
2014JJ00;19;Naarden;mistreatment
2015JJ00;25;Naarden;mistreatment
2016JJ00;;Naarden;mistreatment
2014JJ00;35;Neder-Betuwe;mistreatment
2015JJ00;29;Neder-Betuwe;mistreatment
2016JJ00;35;Neder-Betuwe;mistreatment
2014JJ00;;Nederlek;mistreatment
2015JJ00;;Nederlek;mistreatment
2016JJ00;;Nederlek;mistreatment
2014JJ00;20;Nederweert;mistreatment
2015JJ00;20;Nederweert;mistreatment
2016JJ00;15;Nederweert;mistreatment
2014JJ00;11;Neerijnen;mistreatment
2015JJ00;22;Neerijnen;mistreatment
2016JJ00;21;Neerijnen;mistreatment
2014JJ00;142;Nieuwegein;mistreatment
2015JJ00;140;Nieuwegein;mistreatment
2016JJ00;136;Nieuwegein;mistreatment
2014JJ00;39;Nieuwkoop;mistreatment
2015JJ00;39;Nieuwkoop;mistreatment
2016JJ00;24;Nieuwkoop;mistreatment
2014JJ00;72;Nijkerk;mistreatment
2015JJ00;54;Nijkerk;mistreatment
2016JJ00;54;Nijkerk;mistreatment
2014JJ00;734;Nijmegen;mistreatment
2015JJ00;646;Nijmegen;mistreatment
2016JJ00;706;Nijmegen;mistreatment
2014JJ00;274;Nissewaard;mistreatment
2015JJ00;296;Nissewaard;mistreatment
2016JJ00;285;Nissewaard;mistreatment
2014JJ00;14;Noord-Beveland;mistreatment
2015JJ00;13;Noord-Beveland;mistreatment
2016JJ00;34;Noord-Beveland;mistreatment
2014JJ00;61;Noordenveld;mistreatment
2015JJ00;59;Noordenveld;mistreatment
2016JJ00;48;Noordenveld;mistreatment
2014JJ00;102;Noordoostpolder;mistreatment
2015JJ00;66;Noordoostpolder;mistreatment
2016JJ00;98;Noordoostpolder;mistreatment
2014JJ00;78;Noordwijk;mistreatment
2015JJ00;75;Noordwijk;mistreatment
2016JJ00;89;Noordwijk;mistreatment
2014JJ00;34;Noordwijkerhout;mistreatment
2015JJ00;27;Noordwijkerhout;mistreatment
2016JJ00;27;Noordwijkerhout;mistreatment
2014JJ00;32;Nuenen, Gerwen en Nederwetten;mistreatment
2015JJ00;28;Nuenen, Gerwen en Nederwetten;mistreatment
2016JJ00;20;Nuenen, Gerwen en Nederwetten;mistreatment
2014JJ00;36;Nunspeet;mistreatment
2015JJ00;39;Nunspeet;mistreatment
2016JJ00;36;Nunspeet;mistreatment
2014JJ00;12;Nuth;mistreatment
2015JJ00;16;Nuth;mistreatment
2016JJ00;19;Nuth;mistreatment
2014JJ00;35;Oegstgeest;mistreatment
2015JJ00;30;Oegstgeest;mistreatment
2016JJ00;35;Oegstgeest;mistreatment
2014JJ00;15;Oirschot;mistreatment
2015JJ00;29;Oirschot;mistreatment
2016JJ00;19;Oirschot;mistreatment
2014JJ00;57;Oisterwijk;mistreatment
2015JJ00;45;Oisterwijk;mistreatment
2016JJ00;59;Oisterwijk;mistreatment
2014JJ00;155;Oldambt;mistreatment
2015JJ00;146;Oldambt;mistreatment
2016JJ00;148;Oldambt;mistreatment
2014JJ00;28;Oldebroek;mistreatment
2015JJ00;34;Oldebroek;mistreatment
2016JJ00;22;Oldebroek;mistreatment
2014JJ00;54;Oldenzaal;mistreatment
2015JJ00;69;Oldenzaal;mistreatment
2016JJ00;33;Oldenzaal;mistreatment
2014JJ00;31;Olst-Wijhe;mistreatment
2015JJ00;13;Olst-Wijhe;mistreatment
2016JJ00;10;Olst-Wijhe;mistreatment
2014JJ00;43;Ommen;mistreatment
2015JJ00;38;Ommen;mistreatment
2016JJ00;35;Ommen;mistreatment
2014JJ00;17;Onderbanken;mistreatment
2015JJ00;12;Onderbanken;mistreatment
2016JJ00;8;Onderbanken;mistreatment
2014JJ00;57;Oost Gelre;mistreatment
2015JJ00;57;Oost Gelre;mistreatment
2016JJ00;49;Oost Gelre;mistreatment
2014JJ00;127;Oosterhout;mistreatment
2015JJ00;151;Oosterhout;mistreatment
2016JJ00;133;Oosterhout;mistreatment
2014JJ00;41;Ooststellingwerf;mistreatment
2015JJ00;53;Ooststellingwerf;mistreatment
2016JJ00;46;Ooststellingwerf;mistreatment
2014JJ00;16;Oostzaan;mistreatment
2015JJ00;15;Oostzaan;mistreatment
2016JJ00;21;Oostzaan;mistreatment
2014JJ00;15;Opmeer;mistreatment
2015JJ00;15;Opmeer;mistreatment
2016JJ00;21;Opmeer;mistreatment
2014JJ00;40;Opsterland;mistreatment
2015JJ00;43;Opsterland;mistreatment
2016JJ00;43;Opsterland;mistreatment
2014JJ00;247;Oss;mistreatment
2015JJ00;193;Oss;mistreatment
2016JJ00;218;Oss;mistreatment
2014JJ00;33;Oud-Beijerland;mistreatment
2015JJ00;44;Oud-Beijerland;mistreatment
2016JJ00;38;Oud-Beijerland;mistreatment
2014JJ00;75;Oude IJsselstreek;mistreatment
2015JJ00;73;Oude IJsselstreek;mistreatment
2016JJ00;75;Oude IJsselstreek;mistreatment
2014JJ00;34;Ouder-Amstel;mistreatment
2015JJ00;49;Ouder-Amstel;mistreatment
2016JJ00;37;Ouder-Amstel;mistreatment
2014JJ00;;Ouderkerk;mistreatment
2015JJ00;;Ouderkerk;mistreatment
2016JJ00;;Ouderkerk;mistreatment
2014JJ00;13;Oudewater;mistreatment
2015JJ00;12;Oudewater;mistreatment
2016JJ00;5;Oudewater;mistreatment
2014JJ00;73;Overbetuwe;mistreatment
2015JJ00;72;Overbetuwe;mistreatment
2016JJ00;90;Overbetuwe;mistreatment
2014JJ00;53;Papendrecht;mistreatment
2015JJ00;66;Papendrecht;mistreatment
2016JJ00;42;Papendrecht;mistreatment
2014JJ00;74;Peel en Maas;mistreatment
2015JJ00;51;Peel en Maas;mistreatment
2016JJ00;54;Peel en Maas;mistreatment
2014JJ00;47;Pekela;mistreatment
2015JJ00;43;Pekela;mistreatment
2016JJ00;45;Pekela;mistreatment
2014JJ00;93;Pijnacker-Nootdorp;mistreatment
2015JJ00;97;Pijnacker-Nootdorp;mistreatment
2016JJ00;91;Pijnacker-Nootdorp;mistreatment
2014JJ00;306;Purmerend;mistreatment
2015JJ00;316;Purmerend;mistreatment
2016JJ00;229;Purmerend;mistreatment
2014JJ00;57;Putten;mistreatment
2015JJ00;30;Putten;mistreatment
2016JJ00;32;Putten;mistreatment
2014JJ00;45;Raalte;mistreatment
2015JJ00;25;Raalte;mistreatment
2016JJ00;48;Raalte;mistreatment
2014JJ00;27;Reimerswaal;mistreatment
2015JJ00;22;Reimerswaal;mistreatment
2016JJ00;20;Reimerswaal;mistreatment
2014JJ00;67;Renkum;mistreatment
2015JJ00;74;Renkum;mistreatment
2016JJ00;77;Renkum;mistreatment
2014JJ00;4;Renswoude;mistreatment
2015JJ00;7;Renswoude;mistreatment
2016JJ00;4;Renswoude;mistreatment
2014JJ00;32;Reusel-De Mierden;mistreatment
2015JJ00;39;Reusel-De Mierden;mistreatment
2016JJ00;27;Reusel-De Mierden;mistreatment
2014JJ00;93;Rheden;mistreatment
2015JJ00;110;Rheden;mistreatment
2016JJ00;88;Rheden;mistreatment
2014JJ00;31;Rhenen;mistreatment
2015JJ00;23;Rhenen;mistreatment
2016JJ00;25;Rhenen;mistreatment
2014JJ00;64;Ridderkerk;mistreatment
2015JJ00;65;Ridderkerk;mistreatment
2016JJ00;95;Ridderkerk;mistreatment
2014JJ00;16;Rijnwaarden;mistreatment
2015JJ00;24;Rijnwaarden;mistreatment
2016JJ00;12;Rijnwaarden;mistreatment
2014JJ00;;Rijnwoude;mistreatment
2015JJ00;;Rijnwoude;mistreatment
2016JJ00;;Rijnwoude;mistreatment
2014JJ00;61;Rijssen-Holten;mistreatment
2015JJ00;52;Rijssen-Holten;mistreatment
2016JJ00;45;Rijssen-Holten;mistreatment
2014JJ00;155;Rijswijk (ZH.);mistreatment
2015JJ00;121;Rijswijk (ZH.);mistreatment
2016JJ00;150;Rijswijk (ZH.);mistreatment
2014JJ00;34;Roerdalen;mistreatment
2015JJ00;36;Roerdalen;mistreatment
2016JJ00;27;Roerdalen;mistreatment
2014JJ00;173;Roermond;mistreatment
2015JJ00;189;Roermond;mistreatment
2016JJ00;221;Roermond;mistreatment
2014JJ00;54;De Ronde Venen;mistreatment
2015JJ00;51;De Ronde Venen;mistreatment
2016JJ00;48;De Ronde Venen;mistreatment
2014JJ00;242;Roosendaal;mistreatment
2015JJ00;274;Roosendaal;mistreatment
2016JJ00;259;Roosendaal;mistreatment
2014JJ00;3179;Rotterdam;mistreatment
2015JJ00;2929;Rotterdam;mistreatment
2016JJ00;2839;Rotterdam;mistreatment
2014JJ00;4;Rozendaal;mistreatment
2015JJ00;3;Rozendaal;mistreatment
2016JJ00;2;Rozendaal;mistreatment
2014JJ00;66;Rucphen;mistreatment
2015JJ00;42;Rucphen;mistreatment
2016JJ00;36;Rucphen;mistreatment
2014JJ00;124;Schagen;mistreatment
2015JJ00;123;Schagen;mistreatment
2016JJ00;109;Schagen;mistreatment
2014JJ00;;Schermer;mistreatment
2015JJ00;;Schermer;mistreatment
2016JJ00;;Schermer;mistreatment
2014JJ00;13;Scherpenzeel;mistreatment
2015JJ00;4;Scherpenzeel;mistreatment
2016JJ00;8;Scherpenzeel;mistreatment
2014JJ00;263;Schiedam;mistreatment
2015JJ00;276;Schiedam;mistreatment
2016JJ00;286;Schiedam;mistreatment
2014JJ00;0;Schiermonnikoog;mistreatment
2015JJ00;4;Schiermonnikoog;mistreatment
2016JJ00;0;Schiermonnikoog;mistreatment
2014JJ00;43;Schijndel;mistreatment
2015JJ00;42;Schijndel;mistreatment
2016JJ00;52;Schijndel;mistreatment
2014JJ00;15;Schinnen;mistreatment
2015JJ00;25;Schinnen;mistreatment
2016JJ00;9;Schinnen;mistreatment
2014JJ00;;Schoonhoven;mistreatment
2015JJ00;;Schoonhoven;mistreatment
2016JJ00;;Schoonhoven;mistreatment
2014JJ00;90;Schouwen-Duiveland;mistreatment
2015JJ00;77;Schouwen-Duiveland;mistreatment
2016JJ00;68;Schouwen-Duiveland;mistreatment
2014JJ00;16;Simpelveld;mistreatment
2015JJ00;15;Simpelveld;mistreatment
2016JJ00;12;Simpelveld;mistreatment
2014JJ00;10;Sint Anthonis;mistreatment
2015JJ00;6;Sint Anthonis;mistreatment
2016JJ00;1;Sint Anthonis;mistreatment
2014JJ00;32;Sint-Michielsgestel;mistreatment
2015JJ00;41;Sint-Michielsgestel;mistreatment
2016JJ00;38;Sint-Michielsgestel;mistreatment
2014JJ00;35;Sint-Oedenrode;mistreatment
2015JJ00;17;Sint-Oedenrode;mistreatment
2016JJ00;20;Sint-Oedenrode;mistreatment
2014JJ00;361;Sittard-Geleen;mistreatment
2015JJ00;317;Sittard-Geleen;mistreatment
2016JJ00;313;Sittard-Geleen;mistreatment
2014JJ00;;Skarsterlan;mistreatment
2015JJ00;;Skarsterlan;mistreatment
2016JJ00;;Skarsterlan;mistreatment
2014JJ00;42;Sliedrecht;mistreatment
2015JJ00;31;Sliedrecht;mistreatment
2016JJ00;43;Sliedrecht;mistreatment
2014JJ00;26;Slochteren;mistreatment
2015JJ00;29;Slochteren;mistreatment
2016JJ00;23;Slochteren;mistreatment
2014JJ00;50;Sluis;mistreatment
2015JJ00;45;Sluis;mistreatment
2016JJ00;37;Sluis;mistreatment
2014JJ00;167;Smallingerland;mistreatment
2015JJ00;183;Smallingerland;mistreatment
2016JJ00;144;Smallingerland;mistreatment
2014JJ00;83;Soest;mistreatment
2015JJ00;90;Soest;mistreatment
2016JJ00;107;Soest;mistreatment
2014JJ00;23;Someren;mistreatment
2015JJ00;29;Someren;mistreatment
2016JJ00;27;Someren;mistreatment
2014JJ00;36;Son en Breugel;mistreatment
2015JJ00;35;Son en Breugel;mistreatment
2016JJ00;15;Son en Breugel;mistreatment
2014JJ00;;Spijkenisse;mistreatment
2015JJ00;;Spijkenisse;mistreatment
2016JJ00;;Spijkenisse;mistreatment
2014JJ00;101;Stadskanaal;mistreatment
2015JJ00;103;Stadskanaal;mistreatment
2016JJ00;94;Stadskanaal;mistreatment
2014JJ00;18;Staphorst;mistreatment
2015JJ00;29;Staphorst;mistreatment
2016JJ00;12;Staphorst;mistreatment
2014JJ00;49;Stede Broec;mistreatment
2015JJ00;39;Stede Broec;mistreatment
2016JJ00;55;Stede Broec;mistreatment
2014JJ00;45;Steenbergen;mistreatment
2015JJ00;43;Steenbergen;mistreatment
2016JJ00;38;Steenbergen;mistreatment
2014JJ00;104;Steenwijkerland;mistreatment
2015JJ00;120;Steenwijkerland;mistreatment
2016JJ00;111;Steenwijkerland;mistreatment
2014JJ00;54;Stein (L.);mistreatment
2015JJ00;39;Stein (L.);mistreatment
2016JJ00;41;Stein (L.);mistreatment
2014JJ00;108;Stichtse Vecht;mistreatment
2015JJ00;113;Stichtse Vecht;mistreatment
2016JJ00;112;Stichtse Vecht;mistreatment
2014JJ00;9;Strijen;mistreatment
2015JJ00;9;Strijen;mistreatment
2016JJ00;16;Strijen;mistreatment
2014JJ00;234;Súdwest-Fryslân;mistreatment
2015JJ00;177;Súdwest-Fryslân;mistreatment
2016JJ00;201;Súdwest-Fryslân;mistreatment
2014JJ00;148;Terneuzen;mistreatment
2015JJ00;168;Terneuzen;mistreatment
2016JJ00;168;Terneuzen;mistreatment
2014JJ00;12;Terschelling;mistreatment
2015JJ00;14;Terschelling;mistreatment
2016JJ00;14;Terschelling;mistreatment
2014JJ00;57;Texel;mistreatment
2015JJ00;34;Texel;mistreatment
2016JJ00;27;Texel;mistreatment
2014JJ00;49;Teylingen;mistreatment
2015JJ00;58;Teylingen;mistreatment
2016JJ00;62;Teylingen;mistreatment
2014JJ00;33;Tholen;mistreatment
2015JJ00;38;Tholen;mistreatment
2016JJ00;38;Tholen;mistreatment
2014JJ00;195;Tiel;mistreatment
2015JJ00;165;Tiel;mistreatment
2016JJ00;202;Tiel;mistreatment
2014JJ00;876;Tilburg;mistreatment
2015JJ00;898;Tilburg;mistreatment
2016JJ00;982;Tilburg;mistreatment
2014JJ00;14;Tubbergen;mistreatment
2015JJ00;20;Tubbergen;mistreatment
2016JJ00;14;Tubbergen;mistreatment
2014JJ00;44;Twenterand;mistreatment
2015JJ00;42;Twenterand;mistreatment
2016JJ00;36;Twenterand;mistreatment
2014JJ00;48;Tynaarlo;mistreatment
2015JJ00;60;Tynaarlo;mistreatment
2016JJ00;49;Tynaarlo;mistreatment
2014JJ00;49;Tytsjerksteradiel;mistreatment
2015JJ00;57;Tytsjerksteradiel;mistreatment
2016JJ00;39;Tytsjerksteradiel;mistreatment
2014JJ00;;Ubbergen;mistreatment
2015JJ00;;Ubbergen;mistreatment
2016JJ00;;Ubbergen;mistreatment
2014JJ00;93;Uden;mistreatment
2015JJ00;124;Uden;mistreatment
2016JJ00;90;Uden;mistreatment
2014JJ00;22;Uitgeest;mistreatment
2015JJ00;25;Uitgeest;mistreatment
2016JJ00;25;Uitgeest;mistreatment
2014JJ00;58;Uithoorn;mistreatment
2015JJ00;74;Uithoorn;mistreatment
2016JJ00;83;Uithoorn;mistreatment
2014JJ00;24;Urk;mistreatment
2015JJ00;24;Urk;mistreatment
2016JJ00;16;Urk;mistreatment
2014JJ00;1140;Utrecht (gemeente);mistreatment
2015JJ00;1042;Utrecht (gemeente);mistreatment
2016JJ00;1058;Utrecht (gemeente);mistreatment
2014JJ00;65;Utrechtse Heuvelrug;mistreatment
2015JJ00;66;Utrechtse Heuvelrug;mistreatment
2016JJ00;72;Utrechtse Heuvelrug;mistreatment
2014JJ00;21;Vaals;mistreatment
2015JJ00;11;Vaals;mistreatment
2016JJ00;23;Vaals;mistreatment
2014JJ00;46;Valkenburg aan de Geul;mistreatment
2015JJ00;33;Valkenburg aan de Geul;mistreatment
2016JJ00;35;Valkenburg aan de Geul;mistreatment
2014JJ00;75;Valkenswaard;mistreatment
2015JJ00;83;Valkenswaard;mistreatment
2016JJ00;67;Valkenswaard;mistreatment
2014JJ00;85;Veendam;mistreatment
2015JJ00;78;Veendam;mistreatment
2016JJ00;107;Veendam;mistreatment
2014JJ00;137;Veenendaal;mistreatment
2015JJ00;151;Veenendaal;mistreatment
2016JJ00;105;Veenendaal;mistreatment
2014JJ00;42;Veere;mistreatment
2015JJ00;37;Veere;mistreatment
2016JJ00;33;Veere;mistreatment
2014JJ00;71;Veghel;mistreatment
2015JJ00;50;Veghel;mistreatment
2016JJ00;78;Veghel;mistreatment
2014JJ00;81;Veldhoven;mistreatment
2015JJ00;57;Veldhoven;mistreatment
2016JJ00;79;Veldhoven;mistreatment
2014JJ00;202;Velsen;mistreatment
2015JJ00;176;Velsen;mistreatment
2016JJ00;181;Velsen;mistreatment
2014JJ00;371;Venlo;mistreatment
2015JJ00;368;Venlo;mistreatment
2016JJ00;377;Venlo;mistreatment
2014JJ00;92;Venray;mistreatment
2015JJ00;105;Venray;mistreatment
2016JJ00;83;Venray;mistreatment
2014JJ00;44;Vianen;mistreatment
2015JJ00;33;Vianen;mistreatment
2016JJ00;38;Vianen;mistreatment
2014JJ00;237;Vlaardingen;mistreatment
2015JJ00;249;Vlaardingen;mistreatment
2016JJ00;231;Vlaardingen;mistreatment
2014JJ00;48;Vlagtwedde;mistreatment
2015JJ00;65;Vlagtwedde;mistreatment
2016JJ00;47;Vlagtwedde;mistreatment
2014JJ00;10;Vlieland;mistreatment
2015JJ00;10;Vlieland;mistreatment
2016JJ00;1;Vlieland;mistreatment
2014JJ00;186;Vlissingen;mistreatment
2015JJ00;171;Vlissingen;mistreatment
2016JJ00;139;Vlissingen;mistreatment
2014JJ00;;Vlist;mistreatment
2015JJ00;;Vlist;mistreatment
2016JJ00;;Vlist;mistreatment
2014JJ00;20;Voerendaal;mistreatment
2015JJ00;13;Voerendaal;mistreatment
2016JJ00;13;Voerendaal;mistreatment
2014JJ00;40;Voorschoten;mistreatment
2015JJ00;23;Voorschoten;mistreatment
2016JJ00;38;Voorschoten;mistreatment
2014JJ00;33;Voorst;mistreatment
2015JJ00;35;Voorst;mistreatment
2016JJ00;28;Voorst;mistreatment
2014JJ00;60;Vught;mistreatment
2015JJ00;56;Vught;mistreatment
2016JJ00;47;Vught;mistreatment
2014JJ00;20;Waalre;mistreatment
2015JJ00;16;Waalre;mistreatment
2016JJ00;10;Waalre;mistreatment
2014JJ00;106;Waalwijk;mistreatment
2015JJ00;79;Waalwijk;mistreatment
2016JJ00;112;Waalwijk;mistreatment
2014JJ00;43;Waddinxveen;mistreatment
2015JJ00;55;Waddinxveen;mistreatment
2016JJ00;36;Waddinxveen;mistreatment
2014JJ00;51;Wageningen;mistreatment
2015JJ00;60;Wageningen;mistreatment
2016JJ00;66;Wageningen;mistreatment
2014JJ00;53;Wassenaar;mistreatment
2015JJ00;62;Wassenaar;mistreatment
2016JJ00;46;Wassenaar;mistreatment
2014JJ00;23;Waterland;mistreatment
2015JJ00;34;Waterland;mistreatment
2016JJ00;23;Waterland;mistreatment
2014JJ00;140;Weert;mistreatment
2015JJ00;142;Weert;mistreatment
2016JJ00;124;Weert;mistreatment
2014JJ00;48;Weesp;mistreatment
2015JJ00;27;Weesp;mistreatment
2016JJ00;43;Weesp;mistreatment
2014JJ00;21;Werkendam;mistreatment
2015JJ00;24;Werkendam;mistreatment
2016JJ00;30;Werkendam;mistreatment
