Periods,BicycleTheftBicycleOwnersOnly_13,BicycleTheft_12,BurglaryOnlyHouseholds_11,Burglary_10,CarTheftCarUsersOnly_15,CarTheft_14,HarassmentByPhone_25,HitAndRunAccidents_24,OtherOffences_26,OtherThefts_19,OtherVandalism_23,Periods,PersonalCharacteristics,PhysicalAbuse_7,Pickpocketing_18,SexualOffencesOnlyWomen_6,SexualOffences_5,TheftFromCarsCarUsersOnly_17,TheftFromDamageToCarCarUsers_22,TheftFromDamageToCar_21,TheftsFromCars_16,Threat_8,TotalThefts_9,TotalVandalism_20,TotalViolentCrimes_4,VictimOfMoreThanOneTypeOfOffence_3,VictimOfTheOneTypeOfOffence_2,VictimsTotal_1,KeyCharacteristics,Title,CategoryGroupID
1997JJ00,15.1,12.1,,1.8,0.8,0.2,13.0,1.1,0.6,4.5,6.6,1997JJ00,142,2.1,4.0,5.8,5.8,2.3,13.0,3.6,0.6,3.2,20.9,9.1,9.8,7.9,26.1,34.0,142,"Age cat. 5 x gender: women, 15-24 yrs",7
1998JJ00,15.1,12.7,,2.5,0.0,0.0,13.5,2.5,1.1,4.7,8.3,1998JJ00,142,1.8,7.4,3.7,3.7,1.6,16.4,3.8,0.4,4.5,24.0,10.9,8.8,10.0,27.5,37.5,142,"Age cat. 5 x gender: women, 15-24 yrs",7
1999JJ00,11.1,9.7,,3.0,1.0,0.3,11.3,2.1,0.6,4.8,8.2,1999JJ00,142,1.8,4.7,5.7,5.7,3.9,16.2,4.7,1.1,4.0,21.6,11.5,10.5,9.3,27.7,36.9,142,"Age cat. 5 x gender: women, 15-24 yrs",7
2000JJ00,15.1,13.0,,2.4,0.0,0.0,13.0,1.7,1.0,4.7,8.9,2000JJ00,142,2.1,5.3,5.1,5.1,4.9,15.9,3.8,1.2,3.9,23.5,11.0,10.1,9.7,28.6,38.3,142,"Age cat. 5 x gender: women, 15-24 yrs",7
2001JJ00,14.5,12.8,,2.0,0.6,0.2,10.8,2.2,1.0,4.5,8.2,2001JJ00,142,3.1,4.1,6.1,6.1,7.1,18.9,5.5,2.1,4.3,22.1,11.8,12.3,11.5,27.0,38.5,142,"Age cat. 5 x gender: women, 15-24 yrs",7
2002JJ00,13.3,12.0,,1.3,1.0,0.3,8.5,1.9,0.8,3.7,8.9,2002JJ00,142,2.1,4.9,7.0,7.0,10.4,15.4,4.6,3.1,6.4,21.2,12.1,13.9,10.5,30.6,41.1,142,"Age cat. 5 x gender: women, 15-24 yrs",7
2003JJ00,10.9,9.3,,1.9,0.5,0.2,11.0,2.6,1.5,3.1,5.3,2003JJ00,142,2.6,4.8,5.3,5.3,4.9,18.5,6.8,1.8,5.0,18.7,9.8,11.1,8.7,25.7,34.4,142,"Age cat. 5 x gender: women, 15-24 yrs",7
2004JJ00,12.8,11.6,,1.6,0.8,0.2,10.2,2.5,0.8,4.6,8.0,2004JJ00,142,2.4,4.3,4.0,4.0,4.8,17.2,5.0,1.4,4.3,21.2,11.2,9.7,9.4,26.7,36.1,142,"Age cat. 5 x gender: women, 15-24 yrs",7
1997JJ00,5.3,5.8,,2.6,0.3,0.2,10.6,1.3,0.6,3.1,5.0,1997JJ00,144,0.9,2.8,2.3,2.3,3.9,11.6,6.2,2.1,2.2,14.9,10.8,5.3,5.3,23.0,28.3,144,"Age cat. 5 x gender: women, 25-44 yrs",7
1998JJ00,5.9,5.6,,1.9,0.6,0.3,8.8,1.6,0.9,4.2,5.8,1998JJ00,144,1.2,1.9,3.0,3.0,2.6,12.8,6.7,1.4,2.1,14.2,12.2,5.8,6.0,22.1,28.1,144,"Age cat. 5 x gender: women, 25-44 yrs",7
1999JJ00,5.2,5.0,,2.0,0.2,0.1,9.6,1.3,0.7,3.3,7.0,1999JJ00,144,1.1,1.9,2.3,2.3,3.6,14.8,8.2,2.0,2.1,13.4,14.8,4.7,6.0,23.1,29.1,144,"Age cat. 5 x gender: women, 25-44 yrs",7
2000JJ00,5.3,4.9,,1.6,0.4,0.3,6.5,1.8,0.9,3.9,4.9,2000JJ00,144,1.0,1.5,2.1,2.1,2.8,13.7,8.0,1.6,2.7,12.5,12.6,5.4,5.2,22.7,27.9,144,"Age cat. 5 x gender: women, 25-44 yrs",7
2001JJ00,4.5,4.2,,1.7,0.2,0.1,6.4,1.1,1.0,2.8,4.9,2001JJ00,144,0.9,1.4,1.9,1.9,3.7,12.4,7.4,2.2,2.6,11.6,12.0,5.1,5.6,19.5,25.0,144,"Age cat. 5 x gender: women, 25-44 yrs",7
2002JJ00,3.9,3.6,,2.0,0.3,0.2,6.2,1.2,0.6,3.8,5.3,2002JJ00,144,1.1,1.7,2.2,2.2,4.1,15.5,9.9,2.6,2.3,12.6,14.8,4.9,5.8,22.4,28.2,144,"Age cat. 5 x gender: women, 25-44 yrs",7
2003JJ00,4.8,4.5,,1.1,0.4,0.2,5.6,1.6,0.9,3.2,4.5,2003JJ00,144,1.5,1.8,1.4,1.4,4.8,13.5,8.5,3.0,2.7,12.6,12.5,4.7,5.0,22.1,27.2,144,"Age cat. 5 x gender: women, 25-44 yrs",7
2004JJ00,5.3,4.9,,1.8,0.7,0.4,6.2,1.3,0.8,3.7,5.0,2004JJ00,144,1.0,2.0,2.0,2.0,4.4,15.3,9.8,2.8,2.4,13.9,14.1,4.9,6.8,22.1,28.8,144,"Age cat. 5 x gender: women, 25-44 yrs",7
1997JJ00,2.9,3.3,,2.0,0.0,0.0,6.9,0.6,0.3,2.7,3.6,1997JJ00,146,0.5,2.3,1.2,1.2,2.5,10.7,4.5,1.0,1.3,10.7,7.7,2.7,2.7,17.3,19.9,146,"Age cat. 5 x gender: women, 45-64 yrs",7
1998JJ00,2.9,2.7,,1.1,0.1,0.1,8.0,0.3,0.6,4.2,4.5,1998JJ00,146,0.3,1.7,0.8,0.8,2.0,11.5,5.2,0.9,0.5,10.1,9.5,1.6,2.5,17.0,19.5,146,"Age cat. 5 x gender: women, 45-64 yrs",7
1999JJ00,2.7,2.2,,1.7,0.6,0.3,7.5,1.0,0.4,3.1,4.7,1999JJ00,146,0.7,2.4,0.6,0.6,3.0,11.1,5.0,1.4,1.2,10.3,9.5,2.4,3.3,17.2,20.5,146,"Age cat. 5 x gender: women, 45-64 yrs",7
2000JJ00,2.9,2.6,,1.5,0.5,0.2,6.5,0.4,0.5,2.3,4.0,2000JJ00,146,0.5,2.1,1.0,1.0,0.9,11.6,5.6,0.4,1.5,8.6,9.2,2.8,2.5,16.7,19.2,146,"Age cat. 5 x gender: women, 45-64 yrs",7
2001JJ00,3.9,3.5,,1.9,0.1,0.0,4.6,1.2,0.3,2.4,3.7,2001JJ00,146,0.6,2.0,0.7,0.7,2.2,10.8,5.4,1.1,1.9,9.9,9.0,3.0,3.2,17.4,20.6,146,"Age cat. 5 x gender: women, 45-64 yrs",7
2002JJ00,3.3,2.9,,2.2,0.0,0.0,4.2,0.7,1.0,3.4,3.9,2002JJ00,146,0.9,2.0,1.3,1.3,2.9,11.8,5.9,1.4,1.3,11.2,9.5,3.4,3.7,17.8,21.5,146,"Age cat. 5 x gender: women, 45-64 yrs",7
2003JJ00,3.0,2.6,,1.0,0.2,0.1,4.4,0.9,0.4,2.6,3.7,2003JJ00,146,0.3,1.7,0.6,0.6,3.7,11.8,6.0,1.9,1.1,9.4,9.3,2.0,2.5,17.3,19.7,146,"Age cat. 5 x gender: women, 45-64 yrs",7
2004JJ00,3.5,3.1,,1.3,0.2,0.1,4.4,1.2,0.9,2.7,3.9,2004JJ00,146,0.7,1.6,0.8,0.8,2.7,11.9,6.5,1.4,1.4,9.5,9.8,2.6,2.9,18.3,21.2,146,"Age cat. 5 x gender: women, 45-64 yrs",7
1997JJ00,0.7,0.8,,2.2,0.0,0.0,7.1,0.0,0.1,1.2,2.0,1997JJ00,148,0.0,2.5,0.0,0.0,1.1,7.9,1.7,0.2,0.3,6.4,3.5,0.3,1.1,8.6,9.7,148,"Age cat.5x gender:women,65 yrs and older",7
1998JJ00,1.3,0.8,,0.6,0.0,0.0,5.7,0.6,0.2,2.8,2.5,1998JJ00,148,0.6,1.8,0.1,0.1,0.0,6.9,1.5,0.0,0.0,5.8,3.8,0.7,0.7,9.7,10.4,148,"Age cat.5x gender:women,65 yrs and older",7
1999JJ00,0.7,0.4,,1.1,0.5,0.1,4.3,0.5,0.4,1.2,1.7,1999JJ00,148,0.0,2.8,0.3,0.3,2.3,8.4,1.7,0.5,0.4,5.7,3.3,0.6,1.0,8.6,9.6,148,"Age cat.5x gender:women,65 yrs and older",7
2000JJ00,0.7,0.5,,1.2,0.0,0.0,5.8,0.1,0.1,1.2,2.1,2000JJ00,148,0.0,3.3,0.1,0.1,0.0,6.3,1.4,0.0,0.2,5.8,3.4,0.3,0.4,9.0,9.4,148,"Age cat.5x gender:women,65 yrs and older",7
2001JJ00,0.7,0.4,,0.9,0.9,0.2,3.0,0.2,0.1,1.0,1.6,2001JJ00,148,0.1,2.4,0.0,0.0,0.5,7.4,1.9,0.1,0.6,4.4,3.6,0.7,1.0,7.3,8.3,148,"Age cat.5x gender:women,65 yrs and older",7
2002JJ00,1.4,0.9,,1.0,0.5,0.1,4.5,0.4,0.8,1.5,1.5,2002JJ00,148,0.1,2.3,0.0,0.0,0.0,8.9,2.4,0.0,0.7,5.8,3.8,0.8,0.5,9.8,10.3,148,"Age cat.5x gender:women,65 yrs and older",7
2003JJ00,1.8,1.2,,0.9,0.0,0.0,4.3,0.0,0.3,1.7,2.5,2003JJ00,148,0.0,2.4,0.3,0.3,1.2,6.7,1.8,0.3,0.3,6.2,4.2,0.7,0.8,9.8,10.6,148,"Age cat.5x gender:women,65 yrs and older",7
2004JJ00,1.6,1.1,,1.0,0.0,0.0,4.2,0.5,0.2,1.6,2.5,2004JJ00,148,0.0,1.0,0.0,0.0,0.6,7.1,2.0,0.2,0.4,4.5,4.2,0.4,1.2,7.4,8.7,148,"Age cat.5x gender:women,65 yrs and older",7
1997JJ00,8.6,5.6,,,,,,3.5,,6.8,7.4,1997JJ00,149,6.6,2.4,,,,,,,8.5,14.5,7.4,13.5,7.1,25.0,32.1,149,"Age cat. 6 x gender: men, 0-14 yrs",8
1998JJ00,5.1,4.8,,,,,,4.5,,7.9,12.4,1998JJ00,149,4.9,4.0,,,,,,,8.5,14.5,12.4,12.3,9.6,25.9,35.5,149,"Age cat. 6 x gender: men, 0-14 yrs",8
1999JJ00,8.0,7.7,,,,,,3.1,,5.3,12.2,1999JJ00,149,6.7,5.2,,,,,,,4.2,17.5,12.2,9.9,5.6,31.8,37.3,149,"Age cat. 6 x gender: men, 0-14 yrs",8
2000JJ00,8.6,7.7,,,,,,3.2,,2.1,12.4,2000JJ00,149,6.6,5.2,,,,,,,5.2,14.2,12.4,11.2,7.6,25.2,32.8,149,"Age cat. 6 x gender: men, 0-14 yrs",8
2001JJ00,5.3,5.5,,,,,,1.8,,5.8,13.3,2001JJ00,149,5.1,3.6,,,,,,,5.4,14.4,13.3,9.9,6.3,26.4,32.7,149,"Age cat. 6 x gender: men, 0-14 yrs",8
2002JJ00,4.7,5.1,,,,,,1.2,,4.5,10.2,2002JJ00,149,5.9,5.2,,,,,,,4.2,14.0,10.2,9.0,5.0,25.3,30.2,149,"Age cat. 6 x gender: men, 0-14 yrs",8
2003JJ00,6.4,6.1,,,,,,2.1,,3.8,7.7,2003JJ00,149,3.6,4.6,,,,,,,7.7,13.9,7.7,11.0,3.4,28.2,31.6,149,"Age cat. 6 x gender: men, 0-14 yrs",8
2004JJ00,9.0,9.0,,,,,,4.9,,7.2,14.3,2004JJ00,149,5.2,5.0,,,,,,,6.6,19.8,14.3,11.0,9.8,28.7,38.5,149,"Age cat. 6 x gender: men, 0-14 yrs",8
1997JJ00,17.8,11.1,,1.5,,0.0,3.9,2.8,0.3,6.3,6.9,1997JJ00,151,9.1,3.8,,0.3,,,1.4,0.0,11.0,20.0,7.4,19.0,10.4,29.2,39.5,151,"Age cat. 6 x gender: men, 15-19 yrs",8
1998JJ00,13.6,13.4,,1.0,,0.0,6.5,1.2,1.0,5.3,8.8,1998JJ00,151,6.9,5.4,,0.6,,,0.6,0.4,8.6,23.8,9.0,13.8,8.7,31.9,40.6,151,"Age cat. 6 x gender: men, 15-19 yrs",8
1999JJ00,12.4,11.2,,1.6,,0.0,5.4,4.3,0.4,4.8,11.2,1999JJ00,151,9.0,5.1,,0.3,,,3.0,1.1,12.3,21.5,12.2,18.9,13.0,31.3,44.3,151,"Age cat. 6 x gender: men, 15-19 yrs",8
2000JJ00,17.8,17.2,,2.1,,0.0,5.2,3.7,0.3,4.6,9.0,2000JJ00,151,7.6,3.4,,0.0,,,2.7,0.5,7.5,24.1,10.0,13.5,11.2,30.4,41.6,151,"Age cat. 6 x gender: men, 15-19 yrs",8
2001JJ00,17.2,15.0,,0.9,,0.0,8.4,1.9,1.2,6.9,9.9,2001JJ00,151,8.9,4.2,,0.4,,,2.4,0.6,11.0,26.7,10.7,18.2,11.4,34.7,46.0,151,"Age cat. 6 x gender: men, 15-19 yrs",8
2002JJ00,13.7,13.9,,0.7,,0.0,6.0,2.2,0.9,6.6,11.4,2002JJ00,151,8.7,4.8,,0.3,,,4.7,4.8,14.4,24.1,13.0,20.6,15.8,29.8,45.6,151,"Age cat. 6 x gender: men, 15-19 yrs",8
2003JJ00,17.6,15.4,,2.3,,0.0,5.8,1.9,1.1,4.3,9.0,2003JJ00,151,7.8,3.4,,0.3,,,5.5,1.5,12.2,24.0,10.8,18.0,13.4,28.2,41.6,151,"Age cat. 6 x gender: men, 15-19 yrs",8
2004JJ00,15.5,15.0,,2.2,,0.0,4.3,2.5,0.5,4.4,11.2,2004JJ00,151,6.6,4.0,,0.0,,,5.9,3.0,10.2,23.5,13.2,15.6,12.8,28.6,41.4,151,"Age cat. 6 x gender: men, 15-19 yrs",8
1997JJ00,15.3,12.3,,2.2,0.0,0.0,4.9,2.8,1.2,7.6,7.3,1997JJ00,153,2.6,2.8,,2.5,7.6,15.5,7.4,3.6,8.9,24.1,14.4,12.7,11.9,30.7,42.7,153,"Age cat. 6 x gender: men, 20-24 yrs",8
1998JJ00,14.5,13.1,,2.9,0.0,0.0,5.9,1.9,0.2,4.5,8.3,1998JJ00,153,8.2,4.4,,0.2,2.6,14.5,6.1,1.1,11.6,21.4,13.3,18.6,13.8,29.4,43.2,153,"Age cat. 6 x gender: men, 20-24 yrs",8
1999JJ00,16.6,14.9,,2.4,1.4,0.6,7.7,2.1,1.5,4.9,7.2,1999JJ00,153,5.8,1.6,,1.4,5.9,10.7,4.7,2.6,11.8,24.3,11.5,16.3,13.8,26.3,40.0,153,"Age cat. 6 x gender: men, 20-24 yrs",8
2000JJ00,15.3,12.6,,2.5,0.0,0.0,4.5,2.1,0.3,5.3,4.6,2000JJ00,153,5.0,1.3,,1.0,6.8,14.2,7.1,3.4,9.4,21.3,11.0,14.2,11.3,29.5,40.8,153,"Age cat. 6 x gender: men, 20-24 yrs",8
2001JJ00,17.2,13.6,,3.4,0.9,0.4,6.5,4.7,1.6,5.7,5.5,2001JJ00,153,7.9,3.4,,0.7,7.8,17.1,7.5,3.4,10.2,25.4,12.8,17.0,16.3,28.8,45.1,153,"Age cat. 6 x gender: men, 20-24 yrs",8
2002JJ00,21.1,16.8,,4.0,1.0,0.4,6.4,4.0,1.1,4.8,6.1,2002JJ00,153,7.3,4.2,,0.0,6.9,22.9,10.0,3.0,9.3,30.3,16.1,15.9,15.0,35.5,50.5,153,"Age cat. 6 x gender: men, 20-24 yrs",8
2003JJ00,17.9,14.8,,1.9,0.6,0.3,7.3,1.6,0.5,3.6,5.5,2003JJ00,153,7.4,2.9,,0.9,9.8,22.2,10.3,4.6,12.4,25.1,15.5,18.9,15.0,31.5,46.5,153,"Age cat. 6 x gender: men, 20-24 yrs",8
2004JJ00,16.2,13.1,,2.6,1.7,0.8,4.0,2.6,1.6,3.4,4.4,2004JJ00,153,8.9,1.0,,0.0,11.8,17.8,8.6,5.7,8.2,24.6,13.0,14.4,13.4,28.2,41.6,153,"Age cat. 6 x gender: men, 20-24 yrs",8
1997JJ00,8.5,6.1,,3.2,1.3,0.9,5.7,2.4,0.9,4.2,7.4,1997JJ00,155,2.5,0.6,,0.2,6.4,16.2,11.4,4.5,4.5,17.2,18.2,6.8,9.7,26.7,36.3,155,"Age cat. 6 x gender: men, 25-34 yrs",8
1998JJ00,7.4,6.3,,2.9,0.1,0.1,4.0,1.7,0.8,5.4,5.2,1998JJ00,155,3.5,2.2,,0.7,5.4,17.1,12.2,3.9,5.2,18.6,16.8,9.0,10.1,27.0,37.1,155,"Age cat. 6 x gender: men, 25-34 yrs",8
1999JJ00,7.4,6.4,,2.3,0.6,0.5,4.6,1.6,0.8,4.0,5.3,1999JJ00,155,3.2,1.2,,0.2,5.0,17.5,13.0,3.7,5.6,16.5,17.8,8.1,8.1,28.4,36.5,155,"Age cat. 6 x gender: men, 25-34 yrs",8
2000JJ00,8.5,7.8,,1.5,0.5,0.3,4.0,1.9,0.9,4.2,5.6,2000JJ00,155,1.4,1.9,,0.1,7.6,18.5,13.2,5.4,5.3,18.6,18.1,6.6,8.6,28.4,37.1,155,"Age cat. 6 x gender: men, 25-34 yrs",8
2001JJ00,6.0,5.6,,1.8,0.4,0.3,4.6,1.8,0.9,3.6,5.1,2001JJ00,155,3.2,1.1,,1.0,6.0,16.0,11.6,4.4,5.0,15.6,16.1,8.3,8.0,26.3,34.3,155,"Age cat. 6 x gender: men, 25-34 yrs",8
2002JJ00,7.4,6.3,,1.7,0.7,0.5,3.6,3.1,0.6,4.2,7.1,2002JJ00,155,2.4,2.3,,0.4,6.9,19.0,13.7,5.0,5.7,17.4,20.1,7.6,9.4,30.1,39.5,155,"Age cat. 6 x gender: men, 25-34 yrs",8
2003JJ00,6.0,5.8,,1.7,0.1,0.1,2.8,1.3,1.2,2.8,5.1,2003JJ00,155,3.3,1.5,,0.5,7.6,17.1,12.6,5.6,6.6,15.4,17.1,9.7,8.6,26.8,35.4,155,"Age cat. 6 x gender: men, 25-34 yrs",8
2004JJ00,7.2,6.4,,1.1,0.2,0.1,3.7,1.4,1.3,3.4,7.1,2004JJ00,155,1.8,1.5,,0.4,5.7,15.8,11.4,4.1,7.3,15.0,17.3,9.4,9.1,26.7,35.8,155,"Age cat. 6 x gender: men, 25-34 yrs",8
1997JJ00,3.4,3.8,,1.6,0.5,0.4,5.4,2.0,0.9,3.1,5.2,1997JJ00,157,1.5,1.0,,0.2,4.2,12.4,9.3,3.1,2.7,12.6,13.9,4.3,5.7,21.4,27.0,157,"Age cat. 6 x gender: men, 35-44 yrs",8
1998JJ00,4.5,4.1,,1.4,0.4,0.3,4.8,1.3,0.8,2.7,6.5,1998JJ00,157,2.3,1.1,,0.5,3.7,13.9,10.3,2.7,4.8,11.3,16.3,7.1,6.3,23.3,29.6,157,"Age cat. 6 x gender: men, 35-44 yrs",8
1999JJ00,4.2,3.7,,2.2,0.4,0.3,7.3,1.9,0.5,1.9,4.3,1999JJ00,157,1.9,0.8,,0.4,3.3,13.8,10.8,2.6,4.3,10.4,14.7,6.5,6.5,21.4,27.9,157,"Age cat. 6 x gender: men, 35-44 yrs",8
2000JJ00,3.4,3.0,,3.1,1.2,0.9,4.6,1.5,0.7,2.8,5.5,2000JJ00,157,1.6,0.9,,0.1,4.0,13.5,9.8,2.9,4.0,12.0,14.7,5.4,5.7,23.5,29.2,157,"Age cat. 6 x gender: men, 35-44 yrs",8
2001JJ00,3.7,3.3,,1.4,0.3,0.2,4.2,1.3,0.6,2.8,5.1,2001JJ00,157,1.7,2.0,,0.3,4.7,12.3,9.3,3.6,4.6,11.9,13.9,6.1,5.3,23.6,28.8,157,"Age cat. 6 x gender: men, 35-44 yrs",8
2002JJ00,3.0,2.7,,2.2,0.2,0.2,3.0,1.6,0.6,2.5,6.2,2002JJ00,157,1.3,0.9,,0.5,3.8,12.1,8.9,2.8,5.1,10.9,14.2,6.5,6.1,21.1,27.2,157,"Age cat. 6 x gender: men, 35-44 yrs",8
2003JJ00,4.4,4.2,,0.6,0.4,0.3,3.4,2.0,0.6,3.0,3.6,2003JJ00,157,2.8,1.3,,0.1,3.9,13.4,10.3,3.0,3.3,11.2,13.8,5.7,5.2,23.1,28.3,157,"Age cat. 6 x gender: men, 35-44 yrs",8
2004JJ00,3.7,3.4,,0.9,0.3,0.2,3.7,1.2,1.0,3.5,4.8,2004JJ00,157,2.3,0.6,,0.2,2.7,13.9,10.4,2.0,4.0,10.1,15.0,5.9,5.0,23.0,28.0,157,"Age cat. 6 x gender: men, 35-44 yrs",8
1997JJ00,2.8,2.0,,2.4,0.3,0.3,5.9,1.1,0.4,2.4,4.0,1997JJ00,159,0.7,0.8,,0.0,2.4,8.8,6.8,1.9,1.6,9.1,10.6,2.0,2.7,17.9,20.6,159,"Age cat. 6 x gender: men, 45-54 yrs",8
1998JJ00,3.3,3.0,,1.2,0.6,0.5,6.9,0.8,0.4,3.1,3.6,1998JJ00,159,1.8,0.7,,0.0,3.9,9.6,7.5,3.0,3.2,10.9,10.9,4.7,3.4,21.1,24.5,159,"Age cat. 6 x gender: men, 45-54 yrs",8
1999JJ00,4.6,4.2,,2.2,0.2,0.2,4.5,1.3,0.6,3.1,3.5,1999JJ00,159,1.5,0.9,,0.1,2.6,9.8,7.5,2.0,3.3,11.8,10.5,4.7,4.8,19.5,24.3,159,"Age cat. 6 x gender: men, 45-54 yrs",8
2000JJ00,2.8,2.6,,1.9,0.2,0.1,4.1,2.1,0.4,2.8,5.1,2000JJ00,159,0.9,0.9,,0.0,3.1,10.9,8.3,2.4,2.7,10.6,13.1,3.6,4.7,20.4,25.1,159,"Age cat. 6 x gender: men, 45-54 yrs",8
2001JJ00,2.0,1.8,,1.0,0.0,0.0,4.0,1.1,0.8,2.2,3.7,2001JJ00,159,1.1,0.6,,0.3,3.2,9.5,7.4,2.5,3.0,7.6,11.0,4.2,3.1,17.9,21.0,159,"Age cat. 6 x gender: men, 45-54 yrs",8
2002JJ00,4.0,3.7,,1.5,0.0,0.0,3.7,2.1,0.5,1.7,4.4,2002JJ00,159,1.8,1.2,,0.2,6.0,12.5,9.7,4.7,2.5,11.6,13.9,3.9,4.6,23.1,27.7,159,"Age cat. 6 x gender: men, 45-54 yrs",8
2003JJ00,4.7,4.2,,1.7,0.1,0.1,4.4,2.3,1.1,2.8,4.1,2003JJ00,159,1.1,1.0,,0.2,2.9,10.0,7.4,2.2,3.6,11.1,11.2,4.6,3.9,21.7,25.7,159,"Age cat. 6 x gender: men, 45-54 yrs",8
2004JJ00,2.7,2.5,,1.8,0.1,0.1,3.2,1.5,0.5,2.1,4.5,2004JJ00,159,1.0,1.3,,0.1,3.1,10.0,7.6,2.4,3.6,9.6,11.6,4.3,4.0,20.2,24.2,159,"Age cat. 6 x gender: men, 45-54 yrs",8
1997JJ00,1.8,1.5,,2.6,0.0,0.0,5.2,1.2,0.5,4.6,4.1,1997JJ00,161,0.7,1.1,,0.0,2.0,6.7,5.2,1.6,1.8,11.1,9.2,2.5,4.0,15.9,19.9,161,"Age cat. 6 x gender: men, 55-64 yrs",8
1998JJ00,3.1,2.7,,2.2,0.4,0.3,5.8,0.8,1.1,2.0,2.6,1998JJ00,161,0.1,0.9,,0.0,1.6,10.0,7.8,1.3,2.0,8.2,9.9,2.1,2.9,16.9,19.7,161,"Age cat. 6 x gender: men, 55-64 yrs",8
1999JJ00,1.7,1.5,,1.1,0.0,0.0,4.0,1.8,0.3,2.7,3.6,1999JJ00,161,0.1,1.0,,0.0,1.3,7.9,6.4,1.0,2.5,7.2,9.7,2.7,1.6,18.4,19.9,161,"Age cat. 6 x gender: men, 55-64 yrs",8
2000JJ00,1.8,1.6,,1.6,0.4,0.3,3.9,1.4,0.2,2.5,2.9,2000JJ00,161,0.7,1.0,,0.0,0.6,7.9,6.4,0.4,1.6,6.8,8.6,2.3,2.0,16.2,18.2,161,"Age cat. 6 x gender: men, 55-64 yrs",8
2001JJ00,2.4,2.4,,2.6,0.2,0.1,4.4,1.2,0.2,1.7,2.7,2001JJ00,161,0.8,1.2,,0.0,2.6,6.2,4.8,2.0,1.9,9.3,7.5,2.7,2.8,15.4,18.2,161,"Age cat. 6 x gender: men, 55-64 yrs",8
2002JJ00,0.9,0.8,,2.3,0.7,0.5,2.5,1.3,1.0,1.8,3.6,2002JJ00,161,0.5,0.6,,0.2,3.7,8.5,6.7,2.9,3.3,8.1,9.7,3.9,3.2,17.1,20.3,161,"Age cat. 6 x gender: men, 55-64 yrs",8
2003JJ00,0.6,0.5,,2.0,0.2,0.1,2.5,1.0,0.8,1.8,3.1,2003JJ00,161,1.3,1.2,,0.3,1.6,9.0,7.0,1.2,2.2,6.6,10.1,3.8,2.6,16.4,19.0,161,"Age cat. 6 x gender: men, 55-64 yrs",8
2004JJ00,1.6,1.5,,1.8,0.0,0.0,4.1,1.0,0.7,2.3,1.6,2004JJ00,161,0.8,0.7,,0.0,2.1,8.5,6.9,1.6,1.4,7.8,8.2,2.2,2.1,15.3,17.5,161,"Age cat. 6 x gender: men, 55-64 yrs",8
1997JJ00,0.2,0.8,,2.4,0.0,0.0,3.4,1.2,0.0,1.3,3.3,1997JJ00,163,0.2,0.2,,0.0,1.2,9.8,7.4,0.9,0.5,5.2,10.5,0.8,2.4,13.1,15.5,163,"Age cat. 6 x gender: men, 65-74 yrs",8
1998JJ00,0.8,0.7,,0.3,0.0,0.0,3.5,1.0,0.0,1.6,2.0,1998JJ00,163,0.2,0.2,,0.0,1.3,5.7,4.7,1.1,0.9,3.7,6.6,1.1,0.9,10.8,11.7,163,"Age cat. 6 x gender: men, 65-74 yrs",8
1999JJ00,0.4,0.3,,0.5,0.2,0.2,4.7,0.9,0.2,1.4,2.1,1999JJ00,163,0.0,0.8,,0.0,2.0,9.0,7.3,1.6,1.3,4.8,9.3,1.3,1.6,13.2,14.8,163,"Age cat. 6 x gender: men, 65-74 yrs",8
2000JJ00,0.2,0.2,,0.4,0.2,0.2,3.2,0.8,0.3,0.9,2.8,2000JJ00,163,0.2,1.6,,0.0,0.8,4.2,3.3,0.6,0.6,3.8,5.8,0.8,0.5,10.4,10.9,163,"Age cat. 6 x gender: men, 65-74 yrs",8
2001JJ00,1.4,1.2,,0.9,0.0,0.0,2.8,0.6,0.2,1.8,2.6,2001JJ00,163,0.4,1.4,,0.0,1.0,6.8,5.4,0.8,1.9,5.9,7.8,2.2,2.2,12.5,14.7,163,"Age cat. 6 x gender: men, 65-74 yrs",8
2002JJ00,1.7,1.6,,1.0,0.3,0.2,3.2,0.7,0.2,1.4,1.5,2002JJ00,163,0.2,0.7,,0.0,1.1,5.2,4.2,0.8,3.2,5.8,5.7,3.4,1.4,12.7,14.1,163,"Age cat. 6 x gender: men, 65-74 yrs",8
2003JJ00,0.4,0.4,,1.1,0.0,0.0,4.2,1.3,0.3,1.6,3.5,2003JJ00,163,0.3,1.3,,0.0,1.4,9.5,7.7,1.2,1.2,5.2,11.0,1.5,2.6,14.2,16.8,163,"Age cat. 6 x gender: men, 65-74 yrs",8
2004JJ00,0.9,0.8,,0.6,0.0,0.0,3.1,0.2,0.7,2.2,2.7,2004JJ00,163,0.0,1.0,,0.1,1.5,6.5,5.3,1.2,0.7,5.6,8.0,0.8,1.4,11.9,13.4,163,"Age cat. 6 x gender: men, 65-74 yrs",8
1997JJ00,0.9,0.6,,3.4,0.0,0.0,2.9,1.0,0.5,1.0,3.1,1997JJ00,165,0.5,0.0,,0.0,1.0,4.5,2.9,0.6,1.8,5.6,6.1,2.3,0.5,13.9,14.5,165,"Age cat. 6 x gender: men, 75-84 yrs",8
