Periods,BicycleTheftBicycleOwnersOnly_13,BicycleTheft_12,BurglaryOnlyHouseholds_11,Burglary_10,CarTheftCarUsersOnly_15,CarTheft_14,HarassmentByPhone_25,HitAndRunAccidents_24,OtherOffences_26,OtherThefts_19,OtherVandalism_23,Periods,PersonalCharacteristics,PhysicalAbuse_7,Pickpocketing_18,SexualOffencesOnlyWomen_6,SexualOffences_5,TheftFromCarsCarUsersOnly_17,TheftFromDamageToCarCarUsers_22,TheftFromDamageToCar_21,TheftsFromCars_16,Threat_8,TotalThefts_9,TotalVandalism_20,TotalViolentCrimes_4,VictimOfMoreThanOneTypeOfOffence_3,VictimOfTheOneTypeOfOffence_2,VictimsTotal_1,KeyCharacteristics,Title,CategoryGroupID
2001JJ00,1.0,0.8,,0.8,0.2,0.1,3.2,0.5,0.2,1.3,2.2,2001JJ00,128,0.3,1.6,0.0,0.0,0.9,7.5,4.0,0.5,1.2,4.8,6.1,1.5,1.4,10.4,11.8,128,Age cat. 3: 65-74 yrs,5
2002JJ00,1.5,1.4,,1.2,0.4,0.2,3.9,0.6,0.8,1.5,1.8,2002JJ00,128,0.2,1.5,0.0,0.0,0.7,6.3,3.3,0.4,2.1,6.2,5.1,2.4,1.1,11.8,13.0,128,Age cat. 3: 65-74 yrs,5
2003JJ00,1.3,1.1,,1.1,0.0,0.0,4.8,0.6,0.3,1.9,3.4,2003JJ00,128,0.1,1.7,0.7,0.4,1.2,8.1,4.5,0.6,0.9,6.0,7.8,1.4,1.8,12.6,14.4,128,Age cat. 3: 65-74 yrs,5
2004JJ00,1.6,1.3,,0.8,0.0,0.0,4.0,0.3,0.5,2.0,3.2,2004JJ00,128,0.0,1.1,0.0,0.1,1.1,6.6,3.9,0.7,0.7,5.7,6.8,0.7,1.6,10.7,12.3,128,Age cat. 3: 65-74 yrs,5
1997JJ00,1.4,0.2,,2.1,0.0,0.0,4.1,0.4,0.4,1.5,1.5,1997JJ00,129,0.2,1.2,0.0,0.0,1.4,3.3,1.2,0.5,0.7,5.2,2.7,0.9,0.4,8.7,9.1,129,Age cat. 3: 75-84 yrs,5
1998JJ00,1.3,0.8,,0.9,0.0,0.0,4.3,0.9,0.0,0.8,1.8,1998JJ00,129,0.4,1.5,0.4,0.2,0.0,6.4,1.9,0.0,0.5,3.9,3.7,1.1,0.5,8.7,9.2,129,Age cat. 3: 75-84 yrs,5
1999JJ00,1.3,0.7,,1.1,0.0,0.0,4.6,0.4,1.1,0.9,0.4,1999JJ00,129,0.0,1.6,0.5,0.3,2.4,6.6,2.4,0.9,0.1,4.7,2.8,0.5,1.0,6.8,7.8,129,Age cat. 3: 75-84 yrs,5
2000JJ00,1.4,0.9,,1.0,0.0,0.0,4.5,0.6,0.0,1.5,1.5,2000JJ00,129,0.0,1.5,0.3,0.2,2.3,2.7,0.9,0.7,0.3,5.2,2.4,0.4,0.7,7.6,8.3,129,Age cat. 3: 75-84 yrs,5
2001JJ00,1.1,0.6,,1.0,0.5,0.2,2.3,0.2,0.0,1.0,0.6,2001JJ00,129,0.1,2.4,0.0,0.0,0.3,3.4,1.4,0.1,0.2,4.6,2.0,0.3,1.0,5.6,6.6,129,Age cat. 3: 75-84 yrs,5
2002JJ00,1.0,0.6,,1.0,0.0,0.0,3.7,0.3,0.1,0.9,0.8,2002JJ00,129,0.2,2.0,0.0,0.0,0.0,7.7,3.2,0.0,0.4,4.6,4.1,0.5,0.0,9.4,9.4,129,Age cat. 3: 75-84 yrs,5
2003JJ00,1.0,0.6,,0.4,0.0,0.0,3.4,0.0,0.5,1.4,2.0,2003JJ00,129,0.0,2.0,0.0,0.0,0.9,7.6,2.8,0.3,0.4,4.7,4.4,0.4,0.3,8.9,9.3,129,Age cat. 3: 75-84 yrs,5
2004JJ00,1.3,0.8,,1.1,0.0,0.0,2.8,0.7,0.1,1.0,1.3,2004JJ00,129,0.0,1.1,0.0,0.0,0.9,5.4,2.0,0.3,0.4,3.9,3.4,0.4,0.6,7.3,7.9,129,Age cat. 3: 75-84 yrs,5
1997JJ00,,0.0,,3.6,,0.0,3.0,0.0,0.0,0.0,2.9,1997JJ00,130,0.0,1.8,,0.0,,,0.0,0.0,0.0,5.5,2.9,0.0,1.1,6.2,7.3,130,Age cat. 3: 85 yrs and older,5
1998JJ00,,0.0,,0.0,,0.0,12.7,0.0,0.0,0.0,0.0,1998JJ00,130,0.0,1.9,,0.0,,,0.9,0.0,0.0,1.9,0.9,0.0,0.0,2.8,2.8,130,Age cat. 3: 85 yrs and older,5
1999JJ00,,0.0,,0.8,,0.0,2.8,0.0,0.0,0.0,0.0,1999JJ00,130,0.0,1.9,0.0,0.0,,,1.4,0.0,0.0,2.6,1.4,0.0,0.0,4.0,4.0,130,Age cat. 3: 85 yrs and older,5
2000JJ00,,0.0,,0.0,,0.0,1.5,0.0,0.0,0.0,1.1,2000JJ00,130,0.0,9.4,0.0,0.0,,,1.1,0.0,0.0,9.4,2.2,0.0,0.0,11.6,11.6,130,Age cat. 3: 85 yrs and older,5
2001JJ00,,0.0,,1.3,,0.0,3.4,0.8,0.0,1.0,1.8,2001JJ00,130,0.6,0.0,0.0,0.0,,,1.5,0.0,2.0,2.3,3.3,2.7,0.0,9.1,9.1,130,Age cat. 3: 85 yrs and older,5
2002JJ00,,0.0,,0.9,,0.0,1.5,0.6,0.0,2.0,0.0,2002JJ00,130,0.0,1.0,0.0,0.0,,,0.0,0.0,0.0,3.9,0.0,0.0,0.0,4.5,4.5,130,Age cat. 3: 85 yrs and older,5
2003JJ00,1.8,0.8,,1.6,,0.0,2.5,2.0,0.9,0.0,2.3,2003JJ00,130,0.5,3.8,0.0,0.0,,,0.7,0.0,0.0,6.2,3.0,0.5,2.0,7.6,9.6,130,Age cat. 3: 85 yrs and older,5
2004JJ00,,0.0,,1.4,,0.0,4.0,0.0,0.0,0.0,1.4,2004JJ00,130,0.0,0.0,0.0,0.0,,,1.7,1.0,0.0,2.3,3.1,0.0,0.0,5.4,5.4,130,Age cat. 3: 85 yrs and older,5
1997JJ00,13.7,8.9,,2.3,,,4.5,3.3,0.5,6.6,8.1,1997JJ00,90 ,8.4,3.3,,0.5,,,,,9.8,17.8,8.1,16.5,9.8,26.7,36.5,90,"Age cat. 4 x gender: men, 12-17 yrs",6
1998JJ00,7.9,7.6,,0.9,,,6.0,2.2,0.3,7.5,10.6,1998JJ00,90 ,5.4,5.7,,0.0,,,,,7.2,19.5,10.6,11.5,7.8,29.4,37.3,90,"Age cat. 4 x gender: men, 12-17 yrs",6
1999JJ00,9.3,8.9,,1.4,,,5.7,4.2,0.0,4.9,10.7,1999JJ00,90 ,7.9,5.0,,0.3,,,,,7.9,18.5,10.7,13.8,9.0,29.9,38.9,90,"Age cat. 4 x gender: men, 12-17 yrs",6
2000JJ00,13.7,13.3,,2.9,,,4.7,3.1,0.0,2.9,11.5,2000JJ00,90 ,6.5,4.2,,0.0,,,,,4.9,19.8,11.5,11.0,8.4,29.2,37.6,90,"Age cat. 4 x gender: men, 12-17 yrs",6
2001JJ00,9.3,9.0,,1.1,,,8.9,2.3,0.7,6.6,11.4,2001JJ00,90 ,6.0,3.6,,0.4,,,,,8.1,19.5,11.4,13.1,7.8,31.4,39.1,90,"Age cat. 4 x gender: men, 12-17 yrs",6
2002JJ00,8.1,8.4,,0.0,,,3.5,2.1,1.1,6.2,12.4,2002JJ00,90 ,6.6,5.2,,0.0,,,,,8.5,17.6,12.4,13.4,9.5,27.3,36.8,90,"Age cat. 4 x gender: men, 12-17 yrs",6
2003JJ00,12.3,11.7,,2.8,,,6.2,2.2,1.2,4.7,8.4,2003JJ00,90 ,6.1,4.3,,0.4,,,,,9.6,20.3,8.4,14.4,8.9,28.2,37.1,90,"Age cat. 4 x gender: men, 12-17 yrs",6
2004JJ00,10.7,10.6,,2.6,,,4.4,3.7,0.7,6.1,13.2,2004JJ00,90 ,5.5,4.9,,0.0,,,,,8.3,20.8,13.2,12.7,11.3,27.1,38.4,90,"Age cat. 4 x gender: men, 12-17 yrs",6
1997JJ00,16.0,11.6,,1.6,0.0,0.0,4.4,2.7,0.9,7.3,6.3,1997JJ00,92 ,3.8,2.9,,1.9,7.0,15.3,5.9,2.7,9.4,22.7,12.1,14.0,10.7,30.7,41.4,92,"Age cat. 4 x gender: men, 18-24 yrs",6
1998JJ00,16.0,14.8,,2.5,0.0,0.0,6.3,2.3,0.7,3.8,8.3,1998JJ00,92 ,8.5,3.8,,0.6,2.8,14.4,4.8,0.9,12.2,21.9,12.3,18.9,13.7,29.7,43.5,92,"Age cat. 4 x gender: men, 18-24 yrs",6
1999JJ00,16.3,14.3,,2.3,1.2,0.4,6.9,2.2,1.3,5.1,9.1,1999JJ00,92 ,6.6,2.7,,1.1,5.9,11.5,4.2,2.2,12.3,24.3,12.9,17.5,13.8,29.0,42.8,92,"Age cat. 4 x gender: men, 18-24 yrs",6
2000JJ00,16.0,13.0,,2.0,0.0,0.0,4.9,2.9,0.5,5.5,5.0,2000JJ00,92 ,6.2,1.9,,0.7,6.3,14.3,5.9,2.6,10.3,21.5,10.5,15.3,12.3,28.5,40.8,92,"Age cat. 4 x gender: men, 18-24 yrs",6
2001JJ00,19.1,15.2,,2.7,0.8,0.3,6.8,3.5,1.7,5.8,6.7,2001JJ00,92 ,9.1,3.9,,0.7,7.3,16.7,6.2,2.7,10.5,26.9,12.7,18.4,16.2,29.5,45.7,92,"Age cat. 4 x gender: men, 18-24 yrs",6
2002JJ00,19.4,16.9,,3.4,0.8,0.3,7.3,3.1,0.9,4.7,6.3,2002JJ00,92 ,8.3,4.1,,0.2,9.3,22.6,8.5,3.5,11.3,29.7,14.5,18.3,15.9,34.1,50.0,92,"Age cat. 4 x gender: men, 18-24 yrs",6
2003JJ00,17.6,14.2,,1.8,0.5,0.2,6.7,1.5,0.6,3.1,6.3,2003JJ00,92 ,7.3,2.7,,0.7,9.5,22.8,9.1,3.8,12.7,23.7,15.1,18.8,14.3,30.7,44.9,92,"Age cat. 4 x gender: men, 18-24 yrs",6
2004JJ00,17.8,15.1,,2.4,1.5,0.6,4.0,2.5,1.2,3.3,5.7,2004JJ00,92 ,8.6,1.4,,0.0,12.3,19.4,7.9,5.0,8.8,25.2,13.5,15.3,13.3,29.7,43.1,92,"Age cat. 4 x gender: men, 18-24 yrs",6
1997JJ00,8.5,6.1,,3.2,1.3,0.9,5.7,2.4,0.9,4.2,7.4,1997JJ00,94 ,2.5,0.6,,0.2,6.4,16.2,11.4,4.5,4.5,17.2,18.2,6.8,9.7,26.7,36.3,94,"Age cat. 4 x gender: men, 25-34 yrs",6
1998JJ00,7.4,6.3,,2.9,0.1,0.1,4.0,1.7,0.8,5.4,5.2,1998JJ00,94 ,3.5,2.2,,0.7,5.4,17.1,12.2,3.9,5.2,18.6,16.8,9.0,10.1,27.0,37.1,94,"Age cat. 4 x gender: men, 25-34 yrs",6
1999JJ00,7.4,6.4,,2.3,0.6,0.5,4.6,1.6,0.8,4.0,5.3,1999JJ00,94 ,3.2,1.2,,0.2,5.0,17.5,13.0,3.7,5.6,16.5,17.8,8.1,8.1,28.4,36.5,94,"Age cat. 4 x gender: men, 25-34 yrs",6
2000JJ00,8.5,7.8,,1.5,0.5,0.3,4.0,1.9,0.9,4.2,5.6,2000JJ00,94 ,1.4,1.9,,0.1,7.6,18.5,13.2,5.4,5.3,18.6,18.1,6.6,8.6,28.4,37.1,94,"Age cat. 4 x gender: men, 25-34 yrs",6
2001JJ00,6.0,5.6,,1.8,0.4,0.3,4.6,1.8,0.9,3.6,5.1,2001JJ00,94 ,3.2,1.1,,1.0,6.0,16.0,11.6,4.4,5.0,15.6,16.1,8.3,8.0,26.3,34.3,94,"Age cat. 4 x gender: men, 25-34 yrs",6
2002JJ00,7.4,6.3,,1.7,0.7,0.5,3.6,3.1,0.6,4.2,7.1,2002JJ00,94 ,2.4,2.3,,0.4,6.9,19.0,13.7,5.0,5.7,17.4,20.1,7.6,9.4,30.1,39.5,94,"Age cat. 4 x gender: men, 25-34 yrs",6
2003JJ00,6.0,5.8,,1.7,0.1,0.1,2.8,1.3,1.2,2.8,5.1,2003JJ00,94 ,3.3,1.5,,0.5,7.6,17.1,12.6,5.6,6.6,15.4,17.1,9.7,8.6,26.8,35.4,94,"Age cat. 4 x gender: men, 25-34 yrs",6
2004JJ00,7.2,6.4,,1.1,0.2,0.1,3.7,1.4,1.3,3.4,7.1,2004JJ00,94 ,1.8,1.5,,0.4,5.7,15.8,11.4,4.1,7.3,15.0,17.3,9.4,9.1,26.7,35.8,94,"Age cat. 4 x gender: men, 25-34 yrs",6
1997JJ00,3.4,3.8,,1.6,0.5,0.4,5.4,2.0,0.9,3.1,5.2,1997JJ00,96 ,1.5,1.0,,0.2,4.2,12.4,9.3,3.1,2.7,12.6,13.9,4.3,5.7,21.4,27.0,96,"Age cat. 4 x gender: men, 35-44 yrs",6
1998JJ00,4.5,4.1,,1.4,0.4,0.3,4.8,1.3,0.8,2.7,6.5,1998JJ00,96 ,2.3,1.1,,0.5,3.7,13.9,10.3,2.7,4.8,11.3,16.3,7.1,6.3,23.3,29.6,96,"Age cat. 4 x gender: men, 35-44 yrs",6
1999JJ00,4.2,3.7,,2.2,0.4,0.3,7.3,1.9,0.5,1.9,4.3,1999JJ00,96 ,1.9,0.8,,0.4,3.3,13.8,10.8,2.6,4.3,10.4,14.7,6.5,6.5,21.4,27.9,96,"Age cat. 4 x gender: men, 35-44 yrs",6
2000JJ00,3.4,3.0,,3.1,1.2,0.9,4.6,1.5,0.7,2.8,5.5,2000JJ00,96 ,1.6,0.9,,0.1,4.0,13.5,9.8,2.9,4.0,12.0,14.7,5.4,5.7,23.5,29.2,96,"Age cat. 4 x gender: men, 35-44 yrs",6
2001JJ00,3.7,3.3,,1.4,0.3,0.2,4.2,1.3,0.6,2.8,5.1,2001JJ00,96 ,1.7,2.0,,0.3,4.7,12.3,9.3,3.6,4.6,11.9,13.9,6.1,5.3,23.6,28.8,96,"Age cat. 4 x gender: men, 35-44 yrs",6
2002JJ00,3.0,2.7,,2.2,0.2,0.2,3.0,1.6,0.6,2.5,6.2,2002JJ00,96 ,1.3,0.9,,0.5,3.8,12.1,8.9,2.8,5.1,10.9,14.2,6.5,6.1,21.1,27.2,96,"Age cat. 4 x gender: men, 35-44 yrs",6
2003JJ00,4.4,4.2,,0.6,0.4,0.3,3.4,2.0,0.6,3.0,3.6,2003JJ00,96 ,2.8,1.3,,0.1,3.9,13.4,10.3,3.0,3.3,11.2,13.8,5.7,5.2,23.1,28.3,96,"Age cat. 4 x gender: men, 35-44 yrs",6
2004JJ00,3.7,3.4,,0.9,0.3,0.2,3.7,1.2,1.0,3.5,4.8,2004JJ00,96 ,2.3,0.6,,0.2,2.7,13.9,10.4,2.0,4.0,10.1,15.0,5.9,5.0,23.0,28.0,96,"Age cat. 4 x gender: men, 35-44 yrs",6
1997JJ00,2.8,2.0,,2.4,0.3,0.3,5.9,1.1,0.4,2.4,4.0,1997JJ00,98 ,0.7,0.8,,0.0,2.4,8.8,6.8,1.9,1.6,9.1,10.6,2.0,2.7,17.9,20.6,98,"Age cat. 4 x gender: men, 45-54 yrs",6
1998JJ00,3.3,3.0,,1.2,0.6,0.5,6.9,0.8,0.4,3.1,3.6,1998JJ00,98 ,1.8,0.7,,0.0,3.9,9.6,7.5,3.0,3.2,10.9,10.9,4.7,3.4,21.1,24.5,98,"Age cat. 4 x gender: men, 45-54 yrs",6
1999JJ00,4.6,4.2,,2.2,0.2,0.2,4.5,1.3,0.6,3.1,3.5,1999JJ00,98 ,1.5,0.9,,0.1,2.6,9.8,7.5,2.0,3.3,11.8,10.5,4.7,4.8,19.5,24.3,98,"Age cat. 4 x gender: men, 45-54 yrs",6
2000JJ00,2.8,2.6,,1.9,0.2,0.1,4.1,2.1,0.4,2.8,5.1,2000JJ00,98 ,0.9,0.9,,0.0,3.1,10.9,8.3,2.4,2.7,10.6,13.1,3.6,4.7,20.4,25.1,98,"Age cat. 4 x gender: men, 45-54 yrs",6
2001JJ00,2.0,1.8,,1.0,0.0,0.0,4.0,1.1,0.8,2.2,3.7,2001JJ00,98 ,1.1,0.6,,0.3,3.2,9.5,7.4,2.5,3.0,7.6,11.0,4.2,3.1,17.9,21.0,98,"Age cat. 4 x gender: men, 45-54 yrs",6
2002JJ00,4.0,3.7,,1.5,0.0,0.0,3.7,2.1,0.5,1.7,4.4,2002JJ00,98 ,1.8,1.2,,0.2,6.0,12.5,9.7,4.7,2.5,11.6,13.9,3.9,4.6,23.1,27.7,98,"Age cat. 4 x gender: men, 45-54 yrs",6
2003JJ00,4.7,4.2,,1.7,0.1,0.1,4.4,2.3,1.1,2.8,4.1,2003JJ00,98 ,1.1,1.0,,0.2,2.9,10.0,7.4,2.2,3.6,11.1,11.2,4.6,3.9,21.7,25.7,98,"Age cat. 4 x gender: men, 45-54 yrs",6
2004JJ00,2.7,2.5,,1.8,0.1,0.1,3.2,1.5,0.5,2.1,4.5,2004JJ00,98 ,1.0,1.3,,0.1,3.1,10.0,7.6,2.4,3.6,9.6,11.6,4.3,4.0,20.2,24.2,98,"Age cat. 4 x gender: men, 45-54 yrs",6
1997JJ00,1.8,1.5,,2.6,0.0,0.0,5.2,1.2,0.5,4.6,4.1,1997JJ00,100,0.7,1.1,,0.0,2.0,6.7,5.2,1.6,1.8,11.1,9.2,2.5,4.0,15.9,19.9,100,"Age cat. 4 x gender: men, 55-64 yrs",6
1998JJ00,3.1,2.7,,2.2,0.4,0.3,5.8,0.8,1.1,2.0,2.6,1998JJ00,100,0.1,0.9,,0.0,1.6,10.0,7.8,1.3,2.0,8.2,9.9,2.1,2.9,16.9,19.7,100,"Age cat. 4 x gender: men, 55-64 yrs",6
1999JJ00,1.7,1.5,,1.1,0.0,0.0,4.0,1.8,0.3,2.7,3.6,1999JJ00,100,0.1,1.0,,0.0,1.3,7.9,6.4,1.0,2.5,7.2,9.7,2.7,1.6,18.4,19.9,100,"Age cat. 4 x gender: men, 55-64 yrs",6
2000JJ00,1.8,1.6,,1.6,0.4,0.3,3.9,1.4,0.2,2.5,2.9,2000JJ00,100,0.7,1.0,,0.0,0.6,7.9,6.4,0.4,1.6,6.8,8.6,2.3,2.0,16.2,18.2,100,"Age cat. 4 x gender: men, 55-64 yrs",6
2001JJ00,2.4,2.4,,2.6,0.2,0.1,4.4,1.2,0.2,1.7,2.7,2001JJ00,100,0.8,1.2,,0.0,2.6,6.2,4.8,2.0,1.9,9.3,7.5,2.7,2.8,15.4,18.2,100,"Age cat. 4 x gender: men, 55-64 yrs",6
2002JJ00,0.9,0.8,,2.3,0.7,0.5,2.5,1.3,1.0,1.8,3.6,2002JJ00,100,0.5,0.6,,0.2,3.7,8.5,6.7,2.9,3.3,8.1,9.7,3.9,3.2,17.1,20.3,100,"Age cat. 4 x gender: men, 55-64 yrs",6
2003JJ00,0.6,0.5,,2.0,0.2,0.1,2.5,1.0,0.8,1.8,3.1,2003JJ00,100,1.3,1.2,,0.3,1.6,9.0,7.0,1.2,2.2,6.6,10.1,3.8,2.6,16.4,19.0,100,"Age cat. 4 x gender: men, 55-64 yrs",6
2004JJ00,1.6,1.5,,1.8,0.0,0.0,4.1,1.0,0.7,2.3,1.6,2004JJ00,100,0.8,0.7,,0.0,2.1,8.5,6.9,1.6,1.4,7.8,8.2,2.2,2.1,15.3,17.5,100,"Age cat. 4 x gender: men, 55-64 yrs",6
1997JJ00,0.2,0.8,,2.4,0.0,0.0,3.4,1.2,0.0,1.3,3.3,1997JJ00,102,0.2,0.2,,0.0,1.2,9.8,7.4,0.9,0.5,5.2,10.5,0.8,2.4,13.1,15.5,102,"Age cat. 4 x gender: men, 65-74 yrs",6
1998JJ00,0.8,0.7,,0.3,0.0,0.0,3.5,1.0,0.0,1.6,2.0,1998JJ00,102,0.2,0.2,,0.0,1.3,5.7,4.7,1.1,0.9,3.7,6.6,1.1,0.9,10.8,11.7,102,"Age cat. 4 x gender: men, 65-74 yrs",6
1999JJ00,0.4,0.3,,0.5,0.2,0.2,4.7,0.9,0.2,1.4,2.1,1999JJ00,102,0.0,0.8,,0.0,2.0,9.0,7.3,1.6,1.3,4.8,9.3,1.3,1.6,13.2,14.8,102,"Age cat. 4 x gender: men, 65-74 yrs",6
2000JJ00,0.2,0.2,,0.4,0.2,0.2,3.2,0.8,0.3,0.9,2.8,2000JJ00,102,0.2,1.6,,0.0,0.8,4.2,3.3,0.6,0.6,3.8,5.8,0.8,0.5,10.4,10.9,102,"Age cat. 4 x gender: men, 65-74 yrs",6
2001JJ00,1.4,1.2,,0.9,0.0,0.0,2.8,0.6,0.2,1.8,2.6,2001JJ00,102,0.4,1.4,,0.0,1.0,6.8,5.4,0.8,1.9,5.9,7.8,2.2,2.2,12.5,14.7,102,"Age cat. 4 x gender: men, 65-74 yrs",6
2002JJ00,1.7,1.6,,1.0,0.3,0.2,3.2,0.7,0.2,1.4,1.5,2002JJ00,102,0.2,0.7,,0.0,1.1,5.2,4.2,0.8,3.2,5.8,5.7,3.4,1.4,12.7,14.1,102,"Age cat. 4 x gender: men, 65-74 yrs",6
2003JJ00,0.4,0.4,,1.1,0.0,0.0,4.2,1.3,0.3,1.6,3.5,2003JJ00,102,0.3,1.3,,0.0,1.4,9.5,7.7,1.2,1.2,5.2,11.0,1.5,2.6,14.2,16.8,102,"Age cat. 4 x gender: men, 65-74 yrs",6
2004JJ00,0.9,0.8,,0.6,0.0,0.0,3.1,0.2,0.7,2.2,2.7,2004JJ00,102,0.0,1.0,,0.1,1.5,6.5,5.3,1.2,0.7,5.6,8.0,0.8,1.4,11.9,13.4,102,"Age cat. 4 x gender: men, 65-74 yrs",6
1997JJ00,0.9,0.5,,3.0,0.0,0.0,2.6,0.9,0.4,0.9,2.8,1997JJ00,104,0.5,0.0,,0.0,0.9,4.2,2.6,0.6,1.6,5.0,5.4,2.1,0.5,12.4,12.9,104,"Age cat. 4 x gender:men,75 yrs and older",6
1998JJ00,,0.0,,0.9,0.0,0.0,2.2,2.4,0.0,0.2,2.4,1998JJ00,104,0.0,0.0,,0.0,0.0,4.1,2.4,0.0,1.2,1.0,4.6,1.2,0.8,7.9,8.7,104,"Age cat. 4 x gender:men,75 yrs and older",6
1999JJ00,1.4,0.9,,0.5,0.0,0.0,5.5,0.8,1.8,0.8,0.4,1999JJ00,104,0.0,0.0,,0.0,3.0,6.7,4.4,2.0,0.3,3.8,4.8,0.3,1.2,7.3,8.5,104,"Age cat. 4 x gender:men,75 yrs and older",6
2000JJ00,0.9,0.7,,0.8,0.0,0.0,2.5,1.6,0.0,0.8,1.8,2000JJ00,104,0.0,0.0,,0.0,2.7,3.3,2.2,1.8,0.6,4.2,4.0,0.6,0.8,8.7,9.5,104,"Age cat. 4 x gender:men,75 yrs and older",6
2001JJ00,1.1,0.7,,0.9,0.0,0.0,3.1,0.7,0.0,0.6,0.0,2001JJ00,104,0.5,0.3,,0.0,0.3,3.2,2.2,0.2,0.5,2.8,2.2,1.0,0.0,6.8,6.8,104,"Age cat. 4 x gender:men,75 yrs and older",6
2002JJ00,0.6,0.4,,1.6,0.0,0.0,1.7,0.3,0.0,0.7,0.6,2002JJ00,104,0.4,0.9,,0.0,0.0,5.8,3.6,0.0,0.8,3.5,4.2,1.2,0.0,9.2,9.2,104,"Age cat. 4 x gender:men,75 yrs and older",6
2003JJ00,1.0,0.7,,0.3,0.0,0.0,3.3,0.9,1.2,1.2,2.7,2003JJ00,104,0.2,1.7,,0.0,0.0,5.8,3.5,0.0,0.9,3.9,5.9,1.1,1.1,9.6,10.7,104,"Age cat. 4 x gender:men,75 yrs and older",6
2004JJ00,2.0,1.4,,1.2,0.0,0.0,2.2,0.6,0.3,0.0,2.0,2004JJ00,104,0.0,1.2,,0.0,1.4,4.4,2.8,0.9,0.4,4.8,4.8,0.4,0.0,10.6,10.6,104,"Age cat. 4 x gender:men,75 yrs and older",6
1997JJ00,9.9,9.0,,2.4,,,12.5,3.1,1.3,6.9,10.0,1997JJ00,91 ,3.3,5.1,4.8,4.8,,,,,5.5,19.7,10.0,9.0,9.2,24.8,34.0,91,"Age cat. 4 x gender: women, 12-17 yrs",6
1998JJ00,9.3,8.6,,1.3,,,10.1,2.4,0.5,6.2,8.9,1998JJ00,91 ,1.4,5.8,3.1,3.1,,,,,3.9,18.3,8.9,6.3,7.5,22.4,29.9,91,"Age cat. 4 x gender: women, 12-17 yrs",6
1999JJ00,5.2,5.3,,1.6,,,10.9,2.2,1.6,5.3,10.1,1999JJ00,91 ,1.9,5.7,7.6,7.6,,,,,5.6,16.1,10.1,10.5,6.7,25.7,32.4,91,"Age cat. 4 x gender: women, 12-17 yrs",6
2000JJ00,9.9,10.8,,0.8,,,18.3,2.6,1.2,4.2,10.4,2000JJ00,91 ,2.3,5.3,3.5,3.5,,,,,5.5,19.1,10.4,8.3,7.5,26.8,34.2,91,"Age cat. 4 x gender: women, 12-17 yrs",6
2001JJ00,9.5,8.8,,1.7,,,12.6,2.9,0.0,4.8,8.7,2001JJ00,91 ,1.8,6.1,4.8,4.8,,,,,5.5,18.4,8.7,8.9,6.6,26.9,33.5,91,"Age cat. 4 x gender: women, 12-17 yrs",6
2002JJ00,9.1,8.9,,1.0,,,9.0,3.6,0.4,4.5,10.8,2002JJ00,91 ,2.7,6.6,5.9,5.9,,,,,5.2,18.5,10.8,9.7,10.4,23.2,33.6,91,"Age cat. 4 x gender: women, 12-17 yrs",6
2003JJ00,9.0,8.3,,1.6,,,16.4,2.6,2.2,3.8,6.3,2003JJ00,91 ,2.9,4.8,4.8,4.8,,,,,5.8,16.2,6.3,10.3,6.0,24.3,30.3,91,"Age cat. 4 x gender: women, 12-17 yrs",6
2004JJ00,8.2,7.8,,1.1,,,9.9,2.1,0.0,4.3,9.6,2004JJ00,91 ,2.9,4.1,3.7,3.7,,,,,5.1,15.4,9.6,8.5,6.4,22.9,29.2,91,"Age cat. 4 x gender: women, 12-17 yrs",6
1997JJ00,16.5,12.6,,1.6,0.8,0.2,13.2,0.8,0.3,3.4,4.8,1997JJ00,93 ,2.0,4.0,6.3,6.3,2.3,13.0,3.6,0.6,2.6,20.6,8.4,10.1,6.9,26.8,33.7,93,"Age cat. 4 x gender: women, 18-24 yrs",6
1998JJ00,16.3,13.3,,3.0,0.0,0.0,14.8,2.7,1.3,4.0,8.1,1998JJ00,93 ,1.7,6.8,3.9,3.9,1.6,16.4,3.8,0.4,4.5,24.1,11.7,8.9,9.5,29.3,38.8,93,"Age cat. 4 x gender: women, 18-24 yrs",6
1999JJ00,13.8,11.5,,3.5,1.0,0.3,11.5,1.9,0.2,4.6,8.2,1999JJ00,93 ,1.9,4.1,5.0,5.0,3.9,16.2,4.7,1.1,3.1,23.2,12.9,8.9,9.3,28.4,37.7,93,"Age cat. 4 x gender: women, 18-24 yrs",6
2000JJ00,16.5,13.4,,3.1,0.0,0.0,10.8,1.7,0.9,4.7,9.2,2000JJ00,93 ,1.8,4.9,5.7,5.7,4.9,15.9,3.8,1.2,2.9,24.0,12.1,9.7,10.0,29.7,39.7,93,"Age cat. 4 x gender: women, 18-24 yrs",6
2001JJ00,14.1,13.1,,2.1,0.6,0.2,10.0,1.9,1.4,5.2,8.0,2001JJ00,93 ,3.7,3.1,6.7,6.7,7.1,18.9,5.5,2.1,4.0,22.8,13.2,13.1,13.9,24.8,38.7,93,"Age cat. 4 x gender: women, 18-24 yrs",6
2002JJ00,13.6,11.7,,1.5,1.0,0.3,8.3,1.7,1.0,3.8,7.5,2002JJ00,93 ,1.6,3.4,7.5,7.5,10.4,15.4,4.6,3.1,5.5,20.8,12.1,12.9,9.3,31.4,40.7,93,"Age cat. 4 x gender: women, 18-24 yrs",6
