Perioden,Crimes,Municipality,CrimeType
2016JJ00,19.0,Culemborg,Diefstal van motorvoertuigen
2014JJ00,3.0,Dalfsen,Diefstal van motorvoertuigen
2015JJ00,2.0,Dalfsen,Diefstal van motorvoertuigen
2016JJ00,9.0,Dalfsen,Diefstal van motorvoertuigen
2014JJ00,5.0,Dantumadiel,Diefstal van motorvoertuigen
2015JJ00,1.0,Dantumadiel,Diefstal van motorvoertuigen
2016JJ00,2.0,Dantumadiel,Diefstal van motorvoertuigen
2014JJ00,96.0,Delft,Diefstal van motorvoertuigen
2015JJ00,108.0,Delft,Diefstal van motorvoertuigen
2016JJ00,96.0,Delft,Diefstal van motorvoertuigen
2014JJ00,1.0,Delfzijl,Diefstal van motorvoertuigen
2015JJ00,10.0,Delfzijl,Diefstal van motorvoertuigen
2016JJ00,8.0,Delfzijl,Diefstal van motorvoertuigen
2014JJ00,18.0,Deurne,Diefstal van motorvoertuigen
2015JJ00,16.0,Deurne,Diefstal van motorvoertuigen
2016JJ00,30.0,Deurne,Diefstal van motorvoertuigen
2014JJ00,77.0,Deventer,Diefstal van motorvoertuigen
2015JJ00,79.0,Deventer,Diefstal van motorvoertuigen
2016JJ00,35.0,Deventer,Diefstal van motorvoertuigen
2014JJ00,82.0,Diemen,Diefstal van motorvoertuigen
2015JJ00,45.0,Diemen,Diefstal van motorvoertuigen
2016JJ00,58.0,Diemen,Diefstal van motorvoertuigen
2014JJ00,5.0,Dinkelland,Diefstal van motorvoertuigen
2015JJ00,3.0,Dinkelland,Diefstal van motorvoertuigen
2016JJ00,2.0,Dinkelland,Diefstal van motorvoertuigen
2014JJ00,4.0,Doesburg,Diefstal van motorvoertuigen
2015JJ00,13.0,Doesburg,Diefstal van motorvoertuigen
2016JJ00,6.0,Doesburg,Diefstal van motorvoertuigen
2014JJ00,48.0,Doetinchem,Diefstal van motorvoertuigen
2015JJ00,20.0,Doetinchem,Diefstal van motorvoertuigen
2016JJ00,36.0,Doetinchem,Diefstal van motorvoertuigen
2014JJ00,22.0,Dongen,Diefstal van motorvoertuigen
2015JJ00,18.0,Dongen,Diefstal van motorvoertuigen
2016JJ00,15.0,Dongen,Diefstal van motorvoertuigen
2014JJ00,4.0,Dongeradeel,Diefstal van motorvoertuigen
2015JJ00,2.0,Dongeradeel,Diefstal van motorvoertuigen
2016JJ00,2.0,Dongeradeel,Diefstal van motorvoertuigen
2014JJ00,83.0,Dordrecht,Diefstal van motorvoertuigen
2015JJ00,81.0,Dordrecht,Diefstal van motorvoertuigen
2016JJ00,78.0,Dordrecht,Diefstal van motorvoertuigen
2014JJ00,10.0,Drechterland,Diefstal van motorvoertuigen
2015JJ00,5.0,Drechterland,Diefstal van motorvoertuigen
2016JJ00,7.0,Drechterland,Diefstal van motorvoertuigen
2014JJ00,22.0,Drimmelen,Diefstal van motorvoertuigen
2015JJ00,16.0,Drimmelen,Diefstal van motorvoertuigen
2016JJ00,17.0,Drimmelen,Diefstal van motorvoertuigen
2014JJ00,15.0,Dronten,Diefstal van motorvoertuigen
2015JJ00,8.0,Dronten,Diefstal van motorvoertuigen
2016JJ00,8.0,Dronten,Diefstal van motorvoertuigen
2014JJ00,5.0,Druten,Diefstal van motorvoertuigen
2015JJ00,15.0,Druten,Diefstal van motorvoertuigen
2016JJ00,4.0,Druten,Diefstal van motorvoertuigen
2014JJ00,21.0,Duiven,Diefstal van motorvoertuigen
2015JJ00,10.0,Duiven,Diefstal van motorvoertuigen
2016JJ00,17.0,Duiven,Diefstal van motorvoertuigen
2014JJ00,38.0,Echt-Susteren,Diefstal van motorvoertuigen
2015JJ00,40.0,Echt-Susteren,Diefstal van motorvoertuigen
2016JJ00,32.0,Echt-Susteren,Diefstal van motorvoertuigen
2014JJ00,7.0,Edam-Volendam,Diefstal van motorvoertuigen
2015JJ00,3.0,Edam-Volendam,Diefstal van motorvoertuigen
2016JJ00,10.0,Edam-Volendam,Diefstal van motorvoertuigen
2014JJ00,81.0,Ede,Diefstal van motorvoertuigen
2015JJ00,51.0,Ede,Diefstal van motorvoertuigen
2016JJ00,41.0,Ede,Diefstal van motorvoertuigen
2014JJ00,4.0,Eemnes,Diefstal van motorvoertuigen
2015JJ00,0.0,Eemnes,Diefstal van motorvoertuigen
2016JJ00,3.0,Eemnes,Diefstal van motorvoertuigen
2014JJ00,0.0,Eemsmond,Diefstal van motorvoertuigen
2015JJ00,1.0,Eemsmond,Diefstal van motorvoertuigen
2016JJ00,3.0,Eemsmond,Diefstal van motorvoertuigen
2014JJ00,6.0,Eersel,Diefstal van motorvoertuigen
2015JJ00,18.0,Eersel,Diefstal van motorvoertuigen
2016JJ00,16.0,Eersel,Diefstal van motorvoertuigen
2014JJ00,19.0,Eijsden-Margraten,Diefstal van motorvoertuigen
2015JJ00,18.0,Eijsden-Margraten,Diefstal van motorvoertuigen
2016JJ00,17.0,Eijsden-Margraten,Diefstal van motorvoertuigen
2014JJ00,354.0,Eindhoven,Diefstal van motorvoertuigen
2015JJ00,350.0,Eindhoven,Diefstal van motorvoertuigen
2016JJ00,369.0,Eindhoven,Diefstal van motorvoertuigen
2014JJ00,23.0,Elburg,Diefstal van motorvoertuigen
2015JJ00,6.0,Elburg,Diefstal van motorvoertuigen
2016JJ00,17.0,Elburg,Diefstal van motorvoertuigen
2014JJ00,76.0,Emmen,Diefstal van motorvoertuigen
2015JJ00,62.0,Emmen,Diefstal van motorvoertuigen
2016JJ00,29.0,Emmen,Diefstal van motorvoertuigen
2014JJ00,7.0,Enkhuizen,Diefstal van motorvoertuigen
2015JJ00,13.0,Enkhuizen,Diefstal van motorvoertuigen
2016JJ00,8.0,Enkhuizen,Diefstal van motorvoertuigen
2014JJ00,69.0,Enschede,Diefstal van motorvoertuigen
2015JJ00,68.0,Enschede,Diefstal van motorvoertuigen
2016JJ00,67.0,Enschede,Diefstal van motorvoertuigen
2014JJ00,26.0,Epe,Diefstal van motorvoertuigen
2015JJ00,10.0,Epe,Diefstal van motorvoertuigen
2016JJ00,12.0,Epe,Diefstal van motorvoertuigen
2014JJ00,11.0,Ermelo,Diefstal van motorvoertuigen
2015JJ00,7.0,Ermelo,Diefstal van motorvoertuigen
2016JJ00,4.0,Ermelo,Diefstal van motorvoertuigen
2014JJ00,41.0,Etten-Leur,Diefstal van motorvoertuigen
2015JJ00,44.0,Etten-Leur,Diefstal van motorvoertuigen
2016JJ00,26.0,Etten-Leur,Diefstal van motorvoertuigen
2014JJ00,3.0,Ferwerderadiel,Diefstal van motorvoertuigen
2015JJ00,2.0,Ferwerderadiel,Diefstal van motorvoertuigen
2016JJ00,3.0,Ferwerderadiel,Diefstal van motorvoertuigen
2014JJ00,2.0,Franekeradeel,Diefstal van motorvoertuigen
2015JJ00,1.0,Franekeradeel,Diefstal van motorvoertuigen
2016JJ00,2.0,Franekeradeel,Diefstal van motorvoertuigen
2014JJ00,6.0,De Friese Meren,Diefstal van motorvoertuigen
2015JJ00,9.0,De Friese Meren,Diefstal van motorvoertuigen
2016JJ00,,De Friese Meren,Diefstal van motorvoertuigen
2014JJ00,,De Fryske Marren,Diefstal van motorvoertuigen
2015JJ00,,De Fryske Marren,Diefstal van motorvoertuigen
2016JJ00,20.0,De Fryske Marren,Diefstal van motorvoertuigen
2014JJ00,,Gaasterlan-Sleat,Diefstal van motorvoertuigen
2015JJ00,,Gaasterlan-Sleat,Diefstal van motorvoertuigen
2016JJ00,,Gaasterlan-Sleat,Diefstal van motorvoertuigen
2014JJ00,14.0,Geertruidenberg,Diefstal van motorvoertuigen
2015JJ00,16.0,Geertruidenberg,Diefstal van motorvoertuigen
2016JJ00,15.0,Geertruidenberg,Diefstal van motorvoertuigen
2014JJ00,15.0,Geldermalsen,Diefstal van motorvoertuigen
2015JJ00,23.0,Geldermalsen,Diefstal van motorvoertuigen
2016JJ00,18.0,Geldermalsen,Diefstal van motorvoertuigen
2014JJ00,45.0,Geldrop-Mierlo,Diefstal van motorvoertuigen
2015JJ00,46.0,Geldrop-Mierlo,Diefstal van motorvoertuigen
2016JJ00,26.0,Geldrop-Mierlo,Diefstal van motorvoertuigen
2014JJ00,11.0,Gemert-Bakel,Diefstal van motorvoertuigen
2015JJ00,12.0,Gemert-Bakel,Diefstal van motorvoertuigen
2016JJ00,9.0,Gemert-Bakel,Diefstal van motorvoertuigen
2014JJ00,6.0,Gennep,Diefstal van motorvoertuigen
2015JJ00,13.0,Gennep,Diefstal van motorvoertuigen
2016JJ00,13.0,Gennep,Diefstal van motorvoertuigen
2014JJ00,9.0,Giessenlanden,Diefstal van motorvoertuigen
2015JJ00,4.0,Giessenlanden,Diefstal van motorvoertuigen
2016JJ00,4.0,Giessenlanden,Diefstal van motorvoertuigen
2014JJ00,17.0,Gilze en Rijen,Diefstal van motorvoertuigen
2015JJ00,19.0,Gilze en Rijen,Diefstal van motorvoertuigen
2016JJ00,19.0,Gilze en Rijen,Diefstal van motorvoertuigen
2014JJ00,15.0,Goeree-Overflakkee,Diefstal van motorvoertuigen
2015JJ00,18.0,Goeree-Overflakkee,Diefstal van motorvoertuigen
2016JJ00,5.0,Goeree-Overflakkee,Diefstal van motorvoertuigen
2014JJ00,6.0,Goes,Diefstal van motorvoertuigen
2015JJ00,6.0,Goes,Diefstal van motorvoertuigen
2016JJ00,14.0,Goes,Diefstal van motorvoertuigen
2014JJ00,17.0,Goirle,Diefstal van motorvoertuigen
2015JJ00,17.0,Goirle,Diefstal van motorvoertuigen
2016JJ00,13.0,Goirle,Diefstal van motorvoertuigen
2014JJ00,,Gooise Meren,Diefstal van motorvoertuigen
2015JJ00,,Gooise Meren,Diefstal van motorvoertuigen
2016JJ00,36.0,Gooise Meren,Diefstal van motorvoertuigen
2014JJ00,21.0,Gorinchem,Diefstal van motorvoertuigen
2015JJ00,24.0,Gorinchem,Diefstal van motorvoertuigen
2016JJ00,9.0,Gorinchem,Diefstal van motorvoertuigen
2014JJ00,40.0,Gouda,Diefstal van motorvoertuigen
2015JJ00,33.0,Gouda,Diefstal van motorvoertuigen
2016JJ00,39.0,Gouda,Diefstal van motorvoertuigen
2014JJ00,,Graft-De Rijp,Diefstal van motorvoertuigen
2015JJ00,,Graft-De Rijp,Diefstal van motorvoertuigen
2016JJ00,,Graft-De Rijp,Diefstal van motorvoertuigen
2014JJ00,17.0,Grave,Diefstal van motorvoertuigen
2015JJ00,32.0,Grave,Diefstal van motorvoertuigen
2016JJ00,14.0,Grave,Diefstal van motorvoertuigen
2014JJ00,787.0,'s-Gravenhage (gemeente),Diefstal van motorvoertuigen
2015JJ00,778.0,'s-Gravenhage (gemeente),Diefstal van motorvoertuigen
2016JJ00,654.0,'s-Gravenhage (gemeente),Diefstal van motorvoertuigen
2014JJ00,18.0,Groesbeek,Diefstal van motorvoertuigen
2015JJ00,14.0,Groesbeek,Diefstal van motorvoertuigen
2016JJ00,,Groesbeek,Diefstal van motorvoertuigen
2014JJ00,93.0,Groningen (gemeente),Diefstal van motorvoertuigen
2015JJ00,130.0,Groningen (gemeente),Diefstal van motorvoertuigen
2016JJ00,106.0,Groningen (gemeente),Diefstal van motorvoertuigen
2014JJ00,0.0,Grootegast,Diefstal van motorvoertuigen
2015JJ00,2.0,Grootegast,Diefstal van motorvoertuigen
2016JJ00,0.0,Grootegast,Diefstal van motorvoertuigen
2014JJ00,16.0,Gulpen-Wittem,Diefstal van motorvoertuigen
2015JJ00,35.0,Gulpen-Wittem,Diefstal van motorvoertuigen
2016JJ00,17.0,Gulpen-Wittem,Diefstal van motorvoertuigen
2014JJ00,5.0,Haaksbergen,Diefstal van motorvoertuigen
2015JJ00,4.0,Haaksbergen,Diefstal van motorvoertuigen
2016JJ00,3.0,Haaksbergen,Diefstal van motorvoertuigen
2014JJ00,4.0,Haaren,Diefstal van motorvoertuigen
2015JJ00,5.0,Haaren,Diefstal van motorvoertuigen
2016JJ00,2.0,Haaren,Diefstal van motorvoertuigen
2014JJ00,164.0,Haarlem,Diefstal van motorvoertuigen
2015JJ00,173.0,Haarlem,Diefstal van motorvoertuigen
2016JJ00,131.0,Haarlem,Diefstal van motorvoertuigen
2014JJ00,4.0,Haarlemmerliede en Spaarnwoude,Diefstal van motorvoertuigen
2015JJ00,9.0,Haarlemmerliede en Spaarnwoude,Diefstal van motorvoertuigen
2016JJ00,7.0,Haarlemmerliede en Spaarnwoude,Diefstal van motorvoertuigen
2014JJ00,113.0,Haarlemmermeer,Diefstal van motorvoertuigen
2015JJ00,91.0,Haarlemmermeer,Diefstal van motorvoertuigen
2016JJ00,117.0,Haarlemmermeer,Diefstal van motorvoertuigen
2014JJ00,13.0,Halderberge,Diefstal van motorvoertuigen
2015JJ00,13.0,Halderberge,Diefstal van motorvoertuigen
2016JJ00,7.0,Halderberge,Diefstal van motorvoertuigen
2014JJ00,8.0,Hardenberg,Diefstal van motorvoertuigen
2015JJ00,18.0,Hardenberg,Diefstal van motorvoertuigen
2016JJ00,3.0,Hardenberg,Diefstal van motorvoertuigen
2014JJ00,30.0,Harderwijk,Diefstal van motorvoertuigen
2015JJ00,13.0,Harderwijk,Diefstal van motorvoertuigen
2016JJ00,19.0,Harderwijk,Diefstal van motorvoertuigen
2014JJ00,8.0,Hardinxveld-Giessendam,Diefstal van motorvoertuigen
2015JJ00,4.0,Hardinxveld-Giessendam,Diefstal van motorvoertuigen
2016JJ00,5.0,Hardinxveld-Giessendam,Diefstal van motorvoertuigen
2014JJ00,2.0,Haren,Diefstal van motorvoertuigen
2015JJ00,0.0,Haren,Diefstal van motorvoertuigen
2016JJ00,4.0,Haren,Diefstal van motorvoertuigen
2014JJ00,1.0,Harlingen,Diefstal van motorvoertuigen
2015JJ00,2.0,Harlingen,Diefstal van motorvoertuigen
2016JJ00,1.0,Harlingen,Diefstal van motorvoertuigen
2014JJ00,3.0,Hattem,Diefstal van motorvoertuigen
2015JJ00,3.0,Hattem,Diefstal van motorvoertuigen
2016JJ00,4.0,Hattem,Diefstal van motorvoertuigen
2014JJ00,20.0,Heemskerk,Diefstal van motorvoertuigen
2015JJ00,8.0,Heemskerk,Diefstal van motorvoertuigen
2016JJ00,11.0,Heemskerk,Diefstal van motorvoertuigen
2014JJ00,19.0,Heemstede,Diefstal van motorvoertuigen
2015JJ00,17.0,Heemstede,Diefstal van motorvoertuigen
2016JJ00,8.0,Heemstede,Diefstal van motorvoertuigen
2014JJ00,4.0,Heerde,Diefstal van motorvoertuigen
2015JJ00,7.0,Heerde,Diefstal van motorvoertuigen
2016JJ00,3.0,Heerde,Diefstal van motorvoertuigen
2014JJ00,15.0,Heerenveen,Diefstal van motorvoertuigen
2015JJ00,8.0,Heerenveen,Diefstal van motorvoertuigen
2016JJ00,22.0,Heerenveen,Diefstal van motorvoertuigen
2014JJ00,43.0,Heerhugowaard,Diefstal van motorvoertuigen
2015JJ00,32.0,Heerhugowaard,Diefstal van motorvoertuigen
2016JJ00,26.0,Heerhugowaard,Diefstal van motorvoertuigen
2014JJ00,253.0,Heerlen,Diefstal van motorvoertuigen
2015JJ00,286.0,Heerlen,Diefstal van motorvoertuigen
2016JJ00,238.0,Heerlen,Diefstal van motorvoertuigen
2014JJ00,11.0,Heeze-Leende,Diefstal van motorvoertuigen
2015JJ00,7.0,Heeze-Leende,Diefstal van motorvoertuigen
2016JJ00,9.0,Heeze-Leende,Diefstal van motorvoertuigen
2014JJ00,7.0,Heiloo,Diefstal van motorvoertuigen
2015JJ00,7.0,Heiloo,Diefstal van motorvoertuigen
2016JJ00,4.0,Heiloo,Diefstal van motorvoertuigen
2014JJ00,18.0,Den Helder,Diefstal van motorvoertuigen
2015JJ00,10.0,Den Helder,Diefstal van motorvoertuigen
2016JJ00,10.0,Den Helder,Diefstal van motorvoertuigen
2014JJ00,3.0,Hellendoorn,Diefstal van motorvoertuigen
2015JJ00,6.0,Hellendoorn,Diefstal van motorvoertuigen
2016JJ00,2.0,Hellendoorn,Diefstal van motorvoertuigen
2014JJ00,10.0,Hellevoetsluis,Diefstal van motorvoertuigen
2015JJ00,23.0,Hellevoetsluis,Diefstal van motorvoertuigen
2016JJ00,10.0,Hellevoetsluis,Diefstal van motorvoertuigen
2014JJ00,89.0,Helmond,Diefstal van motorvoertuigen
2015JJ00,115.0,Helmond,Diefstal van motorvoertuigen
2016JJ00,74.0,Helmond,Diefstal van motorvoertuigen
2014JJ00,51.0,Hendrik-Ido-Ambacht,Diefstal van motorvoertuigen
2015JJ00,30.0,Hendrik-Ido-Ambacht,Diefstal van motorvoertuigen
2016JJ00,31.0,Hendrik-Ido-Ambacht,Diefstal van motorvoertuigen
2014JJ00,41.0,Hengelo (O.),Diefstal van motorvoertuigen
2015JJ00,46.0,Hengelo (O.),Diefstal van motorvoertuigen
2016JJ00,33.0,Hengelo (O.),Diefstal van motorvoertuigen
2014JJ00,248.0,'s-Hertogenbosch,Diefstal van motorvoertuigen
2015JJ00,255.0,'s-Hertogenbosch,Diefstal van motorvoertuigen
2016JJ00,256.0,'s-Hertogenbosch,Diefstal van motorvoertuigen
2014JJ00,22.0,Heumen,Diefstal van motorvoertuigen
2015JJ00,39.0,Heumen,Diefstal van motorvoertuigen
2016JJ00,25.0,Heumen,Diefstal van motorvoertuigen
2014JJ00,36.0,Heusden,Diefstal van motorvoertuigen
2015JJ00,44.0,Heusden,Diefstal van motorvoertuigen
2016JJ00,42.0,Heusden,Diefstal van motorvoertuigen
2014JJ00,6.0,Hillegom,Diefstal van motorvoertuigen
2015JJ00,10.0,Hillegom,Diefstal van motorvoertuigen
2016JJ00,7.0,Hillegom,Diefstal van motorvoertuigen
2014JJ00,9.0,Hilvarenbeek,Diefstal van motorvoertuigen
2015JJ00,4.0,Hilvarenbeek,Diefstal van motorvoertuigen
2016JJ00,11.0,Hilvarenbeek,Diefstal van motorvoertuigen
2014JJ00,52.0,Hilversum,Diefstal van motorvoertuigen
2015JJ00,39.0,Hilversum,Diefstal van motorvoertuigen
2016JJ00,42.0,Hilversum,Diefstal van motorvoertuigen
2014JJ00,5.0,Hof van Twente,Diefstal van motorvoertuigen
2015JJ00,4.0,Hof van Twente,Diefstal van motorvoertuigen
2016JJ00,6.0,Hof van Twente,Diefstal van motorvoertuigen
2014JJ00,9.0,Hollands Kroon,Diefstal van motorvoertuigen
2015JJ00,10.0,Hollands Kroon,Diefstal van motorvoertuigen
2016JJ00,7.0,Hollands Kroon,Diefstal van motorvoertuigen
2014JJ00,27.0,Hoogeveen,Diefstal van motorvoertuigen
2015JJ00,19.0,Hoogeveen,Diefstal van motorvoertuigen
2016JJ00,23.0,Hoogeveen,Diefstal van motorvoertuigen
2014JJ00,8.0,Hoogezand-Sappemeer,Diefstal van motorvoertuigen
2015JJ00,16.0,Hoogezand-Sappemeer,Diefstal van motorvoertuigen
2016JJ00,7.0,Hoogezand-Sappemeer,Diefstal van motorvoertuigen
2014JJ00,67.0,Hoorn,Diefstal van motorvoertuigen
2015JJ00,51.0,Hoorn,Diefstal van motorvoertuigen
2016JJ00,58.0,Hoorn,Diefstal van motorvoertuigen
2014JJ00,15.0,Horst aan de Maas,Diefstal van motorvoertuigen
2015JJ00,17.0,Horst aan de Maas,Diefstal van motorvoertuigen
2016JJ00,23.0,Horst aan de Maas,Diefstal van motorvoertuigen
2014JJ00,19.0,Houten,Diefstal van motorvoertuigen
2015JJ00,21.0,Houten,Diefstal van motorvoertuigen
2016JJ00,17.0,Houten,Diefstal van motorvoertuigen
2014JJ00,25.0,Huizen,Diefstal van motorvoertuigen
2015JJ00,4.0,Huizen,Diefstal van motorvoertuigen
2016JJ00,15.0,Huizen,Diefstal van motorvoertuigen
2014JJ00,7.0,Hulst,Diefstal van motorvoertuigen
2015JJ00,6.0,Hulst,Diefstal van motorvoertuigen
2016JJ00,3.0,Hulst,Diefstal van motorvoertuigen
2014JJ00,18.0,IJsselstein,Diefstal van motorvoertuigen
2015JJ00,23.0,IJsselstein,Diefstal van motorvoertuigen
2016JJ00,22.0,IJsselstein,Diefstal van motorvoertuigen
2014JJ00,10.0,Kaag en Braassem,Diefstal van motorvoertuigen
2015JJ00,9.0,Kaag en Braassem,Diefstal van motorvoertuigen
2016JJ00,9.0,Kaag en Braassem,Diefstal van motorvoertuigen
2014JJ00,28.0,Kampen,Diefstal van motorvoertuigen
2015JJ00,16.0,Kampen,Diefstal van motorvoertuigen
2016JJ00,14.0,Kampen,Diefstal van motorvoertuigen
2014JJ00,2.0,Kapelle,Diefstal van motorvoertuigen
2015JJ00,1.0,Kapelle,Diefstal van motorvoertuigen
2016JJ00,3.0,Kapelle,Diefstal van motorvoertuigen
2014JJ00,20.0,Katwijk,Diefstal van motorvoertuigen
2015JJ00,22.0,Katwijk,Diefstal van motorvoertuigen
2016JJ00,13.0,Katwijk,Diefstal van motorvoertuigen
2014JJ00,110.0,Kerkrade,Diefstal van motorvoertuigen
2015JJ00,84.0,Kerkrade,Diefstal van motorvoertuigen
2016JJ00,86.0,Kerkrade,Diefstal van motorvoertuigen
2014JJ00,17.0,Koggenland,Diefstal van motorvoertuigen
2015JJ00,11.0,Koggenland,Diefstal van motorvoertuigen
2016JJ00,16.0,Koggenland,Diefstal van motorvoertuigen
2014JJ00,0.0,Kollumerland en Nieuwkruisland,Diefstal van motorvoertuigen
2015JJ00,2.0,Kollumerland en Nieuwkruisland,Diefstal van motorvoertuigen
2016JJ00,2.0,Kollumerland en Nieuwkruisland,Diefstal van motorvoertuigen
2014JJ00,1.0,Korendijk,Diefstal van motorvoertuigen
2015JJ00,1.0,Korendijk,Diefstal van motorvoertuigen
2016JJ00,2.0,Korendijk,Diefstal van motorvoertuigen
2014JJ00,20.0,Krimpen aan den IJssel,Diefstal van motorvoertuigen
2015JJ00,15.0,Krimpen aan den IJssel,Diefstal van motorvoertuigen
2016JJ00,15.0,Krimpen aan den IJssel,Diefstal van motorvoertuigen
2014JJ00,21.0,Krimpenerwaard,Diefstal van motorvoertuigen
2015JJ00,11.0,Krimpenerwaard,Diefstal van motorvoertuigen
2016JJ00,23.0,Krimpenerwaard,Diefstal van motorvoertuigen
2014JJ00,8.0,Laarbeek,Diefstal van motorvoertuigen
2015JJ00,12.0,Laarbeek,Diefstal van motorvoertuigen
2016JJ00,16.0,Laarbeek,Diefstal van motorvoertuigen
2014JJ00,14.0,Landerd,Diefstal van motorvoertuigen
2015JJ00,13.0,Landerd,Diefstal van motorvoertuigen
2016JJ00,5.0,Landerd,Diefstal van motorvoertuigen
2014JJ00,57.0,Landgraaf,Diefstal van motorvoertuigen
2015JJ00,54.0,Landgraaf,Diefstal van motorvoertuigen
2016JJ00,69.0,Landgraaf,Diefstal van motorvoertuigen
2014JJ00,8.0,Landsmeer,Diefstal van motorvoertuigen
2015JJ00,4.0,Landsmeer,Diefstal van motorvoertuigen
2016JJ00,7.0,Landsmeer,Diefstal van motorvoertuigen
2014JJ00,16.0,Langedijk,Diefstal van motorvoertuigen
2015JJ00,12.0,Langedijk,Diefstal van motorvoertuigen
2016JJ00,12.0,Langedijk,Diefstal van motorvoertuigen
2014JJ00,60.0,Lansingerland,Diefstal van motorvoertuigen
2015JJ00,62.0,Lansingerland,Diefstal van motorvoertuigen
2016JJ00,49.0,Lansingerland,Diefstal van motorvoertuigen
2014JJ00,6.0,Laren (NH.),Diefstal van motorvoertuigen
2015JJ00,7.0,Laren (NH.),Diefstal van motorvoertuigen
2016JJ00,1.0,Laren (NH.),Diefstal van motorvoertuigen
2014JJ00,4.0,Leek,Diefstal van motorvoertuigen
2015JJ00,1.0,Leek,Diefstal van motorvoertuigen
2016JJ00,3.0,Leek,Diefstal van motorvoertuigen
2014JJ00,2.0,Leerdam,Diefstal van motorvoertuigen
2015JJ00,5.0,Leerdam,Diefstal van motorvoertuigen
2016JJ00,7.0,Leerdam,Diefstal van motorvoertuigen
2014JJ00,43.0,Leeuwarden,Diefstal van motorvoertuigen
2015JJ00,43.0,Leeuwarden,Diefstal van motorvoertuigen
2016JJ00,37.0,Leeuwarden,Diefstal van motorvoertuigen
2014JJ00,2.0,Leeuwarderadeel,Diefstal van motorvoertuigen
2015JJ00,1.0,Leeuwarderadeel,Diefstal van motorvoertuigen
2016JJ00,3.0,Leeuwarderadeel,Diefstal van motorvoertuigen
2014JJ00,67.0,Leiden,Diefstal van motorvoertuigen
2015JJ00,93.0,Leiden,Diefstal van motorvoertuigen
2016JJ00,82.0,Leiden,Diefstal van motorvoertuigen
2014JJ00,26.0,Leiderdorp,Diefstal van motorvoertuigen
2015JJ00,26.0,Leiderdorp,Diefstal van motorvoertuigen
2016JJ00,11.0,Leiderdorp,Diefstal van motorvoertuigen
2014JJ00,87.0,Leidschendam-Voorburg,Diefstal van motorvoertuigen
2015JJ00,95.0,Leidschendam-Voorburg,Diefstal van motorvoertuigen
2016JJ00,89.0,Leidschendam-Voorburg,Diefstal van motorvoertuigen
2014JJ00,58.0,Lelystad,Diefstal van motorvoertuigen
2015JJ00,47.0,Lelystad,Diefstal van motorvoertuigen
2016JJ00,46.0,Lelystad,Diefstal van motorvoertuigen
2014JJ00,,Lemsterland,Diefstal van motorvoertuigen
2015JJ00,,Lemsterland,Diefstal van motorvoertuigen
2016JJ00,,Lemsterland,Diefstal van motorvoertuigen
2014JJ00,22.0,Leudal,Diefstal van motorvoertuigen
2015JJ00,23.0,Leudal,Diefstal van motorvoertuigen
2016JJ00,19.0,Leudal,Diefstal van motorvoertuigen
2014JJ00,10.0,Leusden,Diefstal van motorvoertuigen
2015JJ00,9.0,Leusden,Diefstal van motorvoertuigen
2016JJ00,3.0,Leusden,Diefstal van motorvoertuigen
2014JJ00,5.0,Lingewaal,Diefstal van motorvoertuigen
2015JJ00,5.0,Lingewaal,Diefstal van motorvoertuigen
2016JJ00,3.0,Lingewaal,Diefstal van motorvoertuigen
2014JJ00,25.0,Lingewaard,Diefstal van motorvoertuigen
2015JJ00,29.0,Lingewaard,Diefstal van motorvoertuigen
2016JJ00,11.0,Lingewaard,Diefstal van motorvoertuigen
2014JJ00,8.0,Lisse,Diefstal van motorvoertuigen
2015JJ00,6.0,Lisse,Diefstal van motorvoertuigen
2016JJ00,13.0,Lisse,Diefstal van motorvoertuigen
2014JJ00,1.0,Littenseradiel,Diefstal van motorvoertuigen
2015JJ00,1.0,Littenseradiel,Diefstal van motorvoertuigen
2016JJ00,0.0,Littenseradiel,Diefstal van motorvoertuigen
2014JJ00,10.0,Lochem,Diefstal van motorvoertuigen
2015JJ00,8.0,Lochem,Diefstal van motorvoertuigen
2016JJ00,5.0,Lochem,Diefstal van motorvoertuigen
2014JJ00,16.0,Loon op Zand,Diefstal van motorvoertuigen
2015JJ00,15.0,Loon op Zand,Diefstal van motorvoertuigen
2016JJ00,9.0,Loon op Zand,Diefstal van motorvoertuigen
2014JJ00,9.0,Lopik,Diefstal van motorvoertuigen
2015JJ00,4.0,Lopik,Diefstal van motorvoertuigen
2016JJ00,5.0,Lopik,Diefstal van motorvoertuigen
2014JJ00,1.0,Loppersum,Diefstal van motorvoertuigen
2015JJ00,2.0,Loppersum,Diefstal van motorvoertuigen
2016JJ00,0.0,Loppersum,Diefstal van motorvoertuigen
2014JJ00,4.0,Losser,Diefstal van motorvoertuigen
2015JJ00,3.0,Losser,Diefstal van motorvoertuigen
2016JJ00,5.0,Losser,Diefstal van motorvoertuigen
2014JJ00,,Maasdonk,Diefstal van motorvoertuigen
2015JJ00,,Maasdonk,Diefstal van motorvoertuigen
2016JJ00,,Maasdonk,Diefstal van motorvoertuigen
2014JJ00,15.0,Maasdriel,Diefstal van motorvoertuigen
2015JJ00,18.0,Maasdriel,Diefstal van motorvoertuigen
2016JJ00,11.0,Maasdriel,Diefstal van motorvoertuigen
2014JJ00,26.0,Maasgouw,Diefstal van motorvoertuigen
2015JJ00,31.0,Maasgouw,Diefstal van motorvoertuigen
